watermark_method,project,language,seed_group,rng_seed,method_config,response_points,evaluated_points,parameter_runs,Pass,BE,TE,RE,Excluded,point_pooled_pass_rate,pass_strength_mean,pass_strength_median,pass_strength_q1,pass_strength_q3,pass_strength_iqr,run_balanced_pass_rate,run_balanced_mean_pass_strength,runs_with_pass
stone,brick_breaker,cpp,,3047071552,brick_breaker_game_stone_T=0.7_rngS=3047071552_gamma=0.5_hashKey=23873851_prefixLen=1_lang=cpp,21,21,1,3,18,0,0,0,0.142857,0.2,0.2,0.15,0.25,0.1,0.142857,0.2,1
stone,brick_breaker,cpp,,3047071552,brick_breaker_game_stone_T=0.7_rngS=3047071552_gamma=0.5_hashKey=36728353_prefixLen=1_lang=cpp,23,23,1,3,20,0,0,0,0.130435,0.2,0.2,0.15,0.25,0.1,0.130435,0.2,1
stone,brick_breaker,cpp,,3047071552,brick_breaker_game_stone_T=0.7_rngS=3047071552_gamma=0.5_hashKey=47646761_prefixLen=1_lang=cpp,29,29,1,2,27,0,0,0,0.068966,1.1,1.1,1.05,1.15,0.1,0.068966,1.1,1
stone,brick_breaker,cpp,,3047071552,brick_breaker_game_stone_T=0.7_rngS=3047071552_gamma=0.5_hashKey=83782121_prefixLen=1_lang=cpp,20,20,1,1,19,0,0,0,0.05,0.1,0.1,0.1,0.1,0.0,0.05,0.1,1
stone,brick_breaker,java,,3224345906,brick_breaker_game_stone_T=0.7_rngS=3224345906_gamma=0.5_hashKey=15485863_prefixLen=1_lang=java,14,0,1,0,0,0,0,14,,,,,,,,,0
stone,brick_breaker,java,,3224345906,brick_breaker_game_stone_T=0.7_rngS=3224345906_gamma=0.5_hashKey=15485917_prefixLen=1_lang=java,30,30,1,0,30,0,0,0,0.0,,,,,,0.0,,0
stone,brick_breaker,java,,3224345906,brick_breaker_game_stone_T=0.7_rngS=3224345906_gamma=0.5_hashKey=23873851_prefixLen=1_lang=java,27,27,1,1,26,0,0,0,0.037037,0.2,0.2,0.2,0.2,0.0,0.037037,0.2,1
stone,brick_breaker,java,,3224345906,brick_breaker_game_stone_T=0.7_rngS=3224345906_gamma=0.5_hashKey=36728353_prefixLen=1_lang=java,35,35,1,0,35,0,0,0,0.0,,,,,,0.0,,0
stone,brick_breaker,java,,3224345906,brick_breaker_game_stone_T=0.7_rngS=3224345906_gamma=0.5_hashKey=47646761_prefixLen=1_lang=java,40,40,1,0,40,0,0,0,0.0,,,,,,0.0,,0
stone,brick_breaker,java,,3224345906,brick_breaker_game_stone_T=0.7_rngS=3224345906_gamma=0.5_hashKey=83782121_prefixLen=1_lang=java,30,30,1,0,30,0,0,0,0.0,,,,,,0.0,,0
stone,brick_breaker,python,1082524405,1082524405,brick_breaker_game_stone_T=0.7_rngS=1082524405_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,31,31,1,9,0,21,1,0,0.290323,0.822222,0.5,0.3,0.9,0.6,0.290323,0.822222,1
stone,brick_breaker,python,1082524405,1082524405,brick_breaker_game_stone_T=0.7_rngS=1082524405_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,34,34,1,17,0,17,0,0,0.5,1.258824,1.3,0.5,1.9,1.4,0.5,1.258824,1
stone,brick_breaker,python,1082524405,1082524405,brick_breaker_game_stone_T=0.7_rngS=1082524405_gamma=0.5_hashKey=23873851_prefixLen=1_lang=python,30,30,1,13,0,16,1,0,0.433333,2.146154,2.5,0.4,3.2,2.8,0.433333,2.146154,1
stone,brick_breaker,python,1082524405,1082524405,brick_breaker_game_stone_T=0.7_rngS=1082524405_gamma=0.5_hashKey=36728353_prefixLen=1_lang=python,33,33,1,13,1,19,0,0,0.393939,1.338462,1.6,0.5,2.0,1.5,0.393939,1.338462,1
stone,brick_breaker,python,1082524405,1082524405,brick_breaker_game_stone_T=0.7_rngS=1082524405_gamma=0.5_hashKey=47646761_prefixLen=1_lang=python,38,38,1,19,0,19,0,0,0.5,1.178947,1.2,0.65,1.65,1.0,0.5,1.178947,1
stone,brick_breaker,python,1082524405,1082524405,brick_breaker_game_stone_T=0.7_rngS=1082524405_gamma=0.5_hashKey=83782121_prefixLen=1_lang=python,36,36,1,17,2,17,0,0,0.472222,1.682353,1.8,1.3,2.2,0.9,0.472222,1.682353,1
stone,caro,cpp,,3627467929,caro_game_stone_T=0.7_rngS=3627467929_gamma=0.5_hashKey=15485863_prefixLen=1_lang=cpp,19,19,1,14,4,1,0,0,0.736842,2.085714,2.15,1.75,2.975,1.225,0.736842,2.085714,1
stone,caro,cpp,,3627467929,caro_game_stone_T=0.7_rngS=3627467929_gamma=0.5_hashKey=15485917_prefixLen=1_lang=cpp,20,20,1,5,15,0,0,0,0.25,0.62,0.7,0.4,0.8,0.4,0.25,0.62,1
stone,caro,cpp,,3627467929,caro_game_stone_T=0.7_rngS=3627467929_gamma=0.5_hashKey=23873851_prefixLen=1_lang=cpp,19,19,1,17,2,0,0,0,0.894737,2.317647,2.0,1.2,3.5,2.3,0.894737,2.317647,1
stone,caro,cpp,,3627467929,caro_game_stone_T=0.7_rngS=3627467929_gamma=0.5_hashKey=36728353_prefixLen=1_lang=cpp,26,26,1,21,5,0,0,0,0.807692,2.233333,2.0,1.3,2.9,1.6,0.807692,2.233333,1
stone,caro,cpp,,3627467929,caro_game_stone_T=0.7_rngS=3627467929_gamma=0.5_hashKey=47646761_prefixLen=1_lang=cpp,20,20,1,3,17,0,0,0,0.15,0.8,0.8,0.75,0.85,0.1,0.15,0.8,1
stone,caro,cpp,,3627467929,caro_game_stone_T=0.7_rngS=3627467929_gamma=0.5_hashKey=83782121_prefixLen=1_lang=cpp,15,15,1,7,8,0,0,0,0.466667,0.885714,0.6,0.45,1.4,0.95,0.466667,0.885714,1
stone,caro,java,,2285465881,caro_game_stone_T=0.7_rngS=2285465881_gamma=0.5_hashKey=15485863_prefixLen=1_lang=java,23,23,1,12,9,0,2,0,0.521739,1.208333,0.95,0.675,1.3,0.625,0.521739,1.208333,1
stone,caro,java,,2285465881,caro_game_stone_T=0.7_rngS=2285465881_gamma=0.5_hashKey=15485917_prefixLen=1_lang=java,24,23,1,11,8,1,3,1,0.478261,1.254545,1.1,0.55,1.95,1.4,0.478261,1.254545,1
stone,caro,java,,2285465881,caro_game_stone_T=0.7_rngS=2285465881_gamma=0.5_hashKey=23873851_prefixLen=1_lang=java,36,36,1,13,23,0,0,0,0.361111,2.3,1.9,1.3,3.4,2.1,0.361111,2.3,1
stone,caro,java,,2285465881,caro_game_stone_T=0.7_rngS=2285465881_gamma=0.5_hashKey=36728353_prefixLen=1_lang=java,26,26,1,12,14,0,0,0,0.461538,1.941667,2.05,1.375,2.625,1.25,0.461538,1.941667,1
stone,caro,java,,2285465881,caro_game_stone_T=0.7_rngS=2285465881_gamma=0.5_hashKey=47646761_prefixLen=1_lang=java,25,23,1,6,17,0,0,2,0.26087,2.516667,2.9,1.825,3.375,1.55,0.26087,2.516667,1
stone,caro,java,,2285465881,caro_game_stone_T=0.7_rngS=2285465881_gamma=0.5_hashKey=83782121_prefixLen=1_lang=java,31,31,1,15,16,0,0,0,0.483871,2.153333,2.4,1.3,2.95,1.65,0.483871,2.153333,1
stone,caro,python,1598859076,1598859076,caro_game_stone_T=0.7_rngS=1598859076_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,31,31,1,5,1,24,1,0,0.16129,1.8,2.0,1.4,2.3,0.9,0.16129,1.8,1
stone,caro,python,1598859076,1598859076,caro_game_stone_T=0.7_rngS=1598859076_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,30,30,1,9,1,20,0,0,0.3,2.411111,2.4,2.0,3.3,1.3,0.3,2.411111,1
stone,caro,python,1598859076,1598859076,caro_game_stone_T=0.7_rngS=1598859076_gamma=0.5_hashKey=23873851_prefixLen=1_lang=python,29,29,1,5,0,22,2,0,0.172414,0.92,0.6,0.4,1.3,0.9,0.172414,0.92,1
stone,caro,python,1598859076,1598859076,caro_game_stone_T=0.7_rngS=1598859076_gamma=0.5_hashKey=36728353_prefixLen=1_lang=python,34,34,1,8,2,23,1,0,0.235294,2.1375,2.15,0.875,3.25,2.375,0.235294,2.1375,1
stone,caro,python,1598859076,1598859076,caro_game_stone_T=0.7_rngS=1598859076_gamma=0.5_hashKey=47646761_prefixLen=1_lang=python,36,36,1,14,0,22,0,0,0.388889,2.207143,1.95,1.45,3.35,1.9,0.388889,2.207143,1
stone,caro,python,1598859076,1598859076,caro_game_stone_T=0.7_rngS=1598859076_gamma=0.5_hashKey=83782121_prefixLen=1_lang=python,32,32,1,7,2,21,2,0,0.21875,0.985714,0.9,0.65,1.2,0.55,0.21875,0.985714,1
stone,flappy_bird,cpp,,95729506,flappy_bird_game_stone_T=0.7_rngS=95729506_gamma=0.5_hashKey=15485863_prefixLen=1_lang=cpp,18,18,1,0,18,0,0,0,0.0,,,,,,0.0,,0
stone,flappy_bird,cpp,,95729506,flappy_bird_game_stone_T=0.7_rngS=95729506_gamma=0.5_hashKey=15485917_prefixLen=1_lang=cpp,22,22,1,0,22,0,0,0,0.0,,,,,,0.0,,0
stone,flappy_bird,cpp,,95729506,flappy_bird_game_stone_T=0.7_rngS=95729506_gamma=0.5_hashKey=23873851_prefixLen=1_lang=cpp,21,21,1,8,13,0,0,0,0.380952,3.2625,3.3,2.825,3.65,0.825,0.380952,3.2625,1
stone,flappy_bird,cpp,,95729506,flappy_bird_game_stone_T=0.7_rngS=95729506_gamma=0.5_hashKey=36728353_prefixLen=1_lang=cpp,13,13,1,0,13,0,0,0,0.0,,,,,,0.0,,0
stone,flappy_bird,cpp,,95729506,flappy_bird_game_stone_T=0.7_rngS=95729506_gamma=0.5_hashKey=47646761_prefixLen=1_lang=cpp,16,16,1,0,16,0,0,0,0.0,,,,,,0.0,,0
stone,flappy_bird,cpp,,95729506,flappy_bird_game_stone_T=0.7_rngS=95729506_gamma=0.5_hashKey=83782121_prefixLen=1_lang=cpp,18,18,1,0,18,0,0,0,0.0,,,,,,0.0,,0
stone,flappy_bird,java,,1385953100,flappy_bird_game_stone_T=0.7_rngS=1385953100_gamma=0.5_hashKey=15485863_prefixLen=1_lang=java,29,29,1,14,13,1,1,0,0.482759,1.535714,1.65,0.575,2.2,1.625,0.482759,1.535714,1
stone,flappy_bird,java,,1385953100,flappy_bird_game_stone_T=0.7_rngS=1385953100_gamma=0.5_hashKey=15485917_prefixLen=1_lang=java,33,33,1,1,29,2,1,0,0.030303,0.5,0.5,0.5,0.5,0.0,0.030303,0.5,1
stone,flappy_bird,java,,1385953100,flappy_bird_game_stone_T=0.7_rngS=1385953100_gamma=0.5_hashKey=23873851_prefixLen=1_lang=java,36,36,1,0,36,0,0,0,0.0,,,,,,0.0,,0
stone,flappy_bird,java,,1385953100,flappy_bird_game_stone_T=0.7_rngS=1385953100_gamma=0.5_hashKey=36728353_prefixLen=1_lang=java,34,34,1,2,31,1,0,0,0.058824,1.0,1.0,0.9,1.1,0.2,0.058824,1.0,1
stone,flappy_bird,java,,1385953100,flappy_bird_game_stone_T=0.7_rngS=1385953100_gamma=0.5_hashKey=47646761_prefixLen=1_lang=java,28,28,1,1,24,1,2,0,0.035714,0.2,0.2,0.2,0.2,0.0,0.035714,0.2,1
stone,flappy_bird,java,,1385953100,flappy_bird_game_stone_T=0.7_rngS=1385953100_gamma=0.5_hashKey=83782121_prefixLen=1_lang=java,33,33,1,4,26,3,0,0,0.121212,3.475,4.05,3.075,4.45,1.375,0.121212,3.475,1
stone,flappy_bird,python,,1716196616,flappy_bird_game_stone_T=0.7_rngS=1716196616_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,37,34,1,0,0,34,0,3,0.0,,,,,,0.0,,0
stone,flappy_bird,python,,1716196616,flappy_bird_game_stone_T=0.7_rngS=1716196616_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,33,31,1,1,0,30,0,2,0.032258,0.1,0.1,0.1,0.1,0.0,0.032258,0.1,1
stone,flappy_bird,python,,1716196616,flappy_bird_game_stone_T=0.7_rngS=1716196616_gamma=0.5_hashKey=23873851_prefixLen=1_lang=python,41,39,1,4,0,35,0,2,0.102564,2.9,2.65,2.575,2.975,0.4,0.102564,2.9,1
stone,flappy_bird,python,,1716196616,flappy_bird_game_stone_T=0.7_rngS=1716196616_gamma=0.5_hashKey=36728353_prefixLen=1_lang=python,37,37,1,0,0,37,0,0,0.0,,,,,,0.0,,0
stone,flappy_bird,python,,1716196616,flappy_bird_game_stone_T=0.7_rngS=1716196616_gamma=0.5_hashKey=47646761_prefixLen=1_lang=python,34,34,1,5,0,29,0,0,0.147059,1.52,1.1,1.0,2.3,1.3,0.147059,1.52,1
stone,flappy_bird,python,,1716196616,flappy_bird_game_stone_T=0.7_rngS=1716196616_gamma=0.5_hashKey=83782121_prefixLen=1_lang=python,36,30,1,0,0,30,0,6,0.0,,,,,,0.0,,0
stone,snake,cpp,,3908348467,snake_game_stone_T=0.7_rngS=3908348467_gamma=0.5_hashKey=15485863_prefixLen=1_lang=cpp,33,33,1,0,33,0,0,0,0.0,,,,,,0.0,,0
stone,snake,cpp,,3908348467,snake_game_stone_T=0.7_rngS=3908348467_gamma=0.5_hashKey=15485917_prefixLen=1_lang=cpp,32,32,1,3,29,0,0,0,0.09375,0.9,0.2,0.15,1.3,1.15,0.09375,0.9,1
stone,snake,cpp,,3908348467,snake_game_stone_T=0.7_rngS=3908348467_gamma=0.5_hashKey=23873851_prefixLen=1_lang=cpp,33,33,1,1,32,0,0,0,0.030303,1.5,1.5,1.5,1.5,0.0,0.030303,1.5,1
stone,snake,cpp,,3908348467,snake_game_stone_T=0.7_rngS=3908348467_gamma=0.5_hashKey=36728353_prefixLen=1_lang=cpp,33,33,1,3,29,0,1,0,0.090909,0.5,0.5,0.45,0.55,0.1,0.090909,0.5,1
stone,snake,cpp,,3908348467,snake_game_stone_T=0.7_rngS=3908348467_gamma=0.5_hashKey=47646761_prefixLen=1_lang=cpp,32,32,1,8,21,1,2,0,0.25,2.7375,3.3,2.3,3.675,1.375,0.25,2.7375,1
stone,snake,cpp,,3908348467,snake_game_stone_T=0.7_rngS=3908348467_gamma=0.5_hashKey=83782121_prefixLen=1_lang=cpp,36,36,1,0,35,0,1,0,0.0,,,,,,0.0,,0
stone,snake,java,,384552130,snake_game_stone_T=0.7_rngS=384552130_gamma=0.5_hashKey=15485863_prefixLen=1_lang=java,32,32,1,1,31,0,0,0,0.03125,2.7,2.7,2.7,2.7,0.0,0.03125,2.7,1
stone,snake,java,,384552130,snake_game_stone_T=0.7_rngS=384552130_gamma=0.5_hashKey=15485917_prefixLen=1_lang=java,32,32,1,1,31,0,0,0,0.03125,0.2,0.2,0.2,0.2,0.0,0.03125,0.2,1
stone,snake,java,,384552130,snake_game_stone_T=0.7_rngS=384552130_gamma=0.5_hashKey=23873851_prefixLen=1_lang=java,34,34,1,8,25,0,1,0,0.235294,3.2,3.4,2.7,3.75,1.05,0.235294,3.2,1
stone,snake,java,,384552130,snake_game_stone_T=0.7_rngS=384552130_gamma=0.5_hashKey=36728353_prefixLen=1_lang=java,39,39,1,6,29,1,3,0,0.153846,1.183333,1.0,0.325,1.825,1.5,0.153846,1.183333,1
stone,snake,java,,384552130,snake_game_stone_T=0.7_rngS=384552130_gamma=0.5_hashKey=47646761_prefixLen=1_lang=java,31,31,1,8,21,2,0,0,0.258065,1.625,2.0,0.675,2.325,1.65,0.258065,1.625,1
stone,snake,java,,384552130,snake_game_stone_T=0.7_rngS=384552130_gamma=0.5_hashKey=83782121_prefixLen=1_lang=java,32,32,1,1,27,2,2,0,0.03125,2.4,2.4,2.4,2.4,0.0,0.03125,2.4,1
stone,snake,python,,2012703279,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,40,40,1,3,2,35,0,0,0.075,0.333333,0.2,0.15,0.45,0.3,0.075,0.333333,1
stone,snake,python,,2012703279,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,36,36,1,7,0,29,0,0,0.194444,2.114286,2.6,1.1,2.85,1.75,0.194444,2.114286,1
stone,snake,python,,2012703279,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=23873851_prefixLen=1_lang=python,34,34,1,4,0,28,2,0,0.117647,1.475,1.55,0.975,2.05,1.075,0.117647,1.475,1
stone,snake,python,,2012703279,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=36728353_prefixLen=1_lang=python,39,39,1,10,1,28,0,0,0.25641,1.68,1.4,0.425,3.075,2.65,0.25641,1.68,1
stone,snake,python,,2012703279,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=47646761_prefixLen=1_lang=python,36,36,1,10,0,26,0,0,0.277778,1.84,1.15,0.85,3.1,2.25,0.277778,1.84,1
stone,snake,python,,2012703279,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=83782121_prefixLen=1_lang=python,35,35,1,15,1,19,0,0,0.428571,2.026667,2.1,0.65,3.15,2.5,0.428571,2.026667,1
stone,tank_battle,cpp,,1297660533,tank_battle_game_stone_T=0.7_rngS=1297660533_gamma=0.5_hashKey=15485863_prefixLen=1_lang=cpp,24,24,1,1,23,0,0,0,0.041667,0.1,0.1,0.1,0.1,0.0,0.041667,0.1,1
stone,tank_battle,cpp,,1297660533,tank_battle_game_stone_T=0.7_rngS=1297660533_gamma=0.5_hashKey=15485917_prefixLen=1_lang=cpp,30,30,1,5,25,0,0,0,0.166667,0.48,0.4,0.2,0.8,0.6,0.166667,0.48,1
stone,tank_battle,cpp,,1297660533,tank_battle_game_stone_T=0.7_rngS=1297660533_gamma=0.5_hashKey=23873851_prefixLen=1_lang=cpp,20,20,1,2,18,0,0,0,0.1,0.4,0.4,0.25,0.55,0.3,0.1,0.4,1
stone,tank_battle,cpp,,1297660533,tank_battle_game_stone_T=0.7_rngS=1297660533_gamma=0.5_hashKey=36728353_prefixLen=1_lang=cpp,22,22,1,9,13,0,0,0,0.409091,1.466667,1.4,0.5,2.4,1.9,0.409091,1.466667,1
stone,tank_battle,cpp,,1297660533,tank_battle_game_stone_T=0.7_rngS=1297660533_gamma=0.5_hashKey=47646761_prefixLen=1_lang=cpp,23,23,1,6,17,0,0,0,0.26087,1.1,1.0,0.75,1.4,0.65,0.26087,1.1,1
stone,tank_battle,cpp,,1297660533,tank_battle_game_stone_T=0.7_rngS=1297660533_gamma=0.5_hashKey=83782121_prefixLen=1_lang=cpp,21,21,1,1,20,0,0,0,0.047619,0.2,0.2,0.2,0.2,0.0,0.047619,0.2,1
stone,tank_battle,java,,2107680757,tank_battle_game_stone_T=0.7_rngS=2107680757_gamma=0.5_hashKey=15485863_prefixLen=1_lang=java,32,32,1,1,31,0,0,0,0.03125,0.2,0.2,0.2,0.2,0.0,0.03125,0.2,1
stone,tank_battle,java,,2107680757,tank_battle_game_stone_T=0.7_rngS=2107680757_gamma=0.5_hashKey=15485917_prefixLen=1_lang=java,36,36,1,0,36,0,0,0,0.0,,,,,,0.0,,0
stone,tank_battle,java,,2107680757,tank_battle_game_stone_T=0.7_rngS=2107680757_gamma=0.5_hashKey=23873851_prefixLen=1_lang=java,33,33,1,1,31,1,0,0,0.030303,0.7,0.7,0.7,0.7,0.0,0.030303,0.7,1
stone,tank_battle,java,,2107680757,tank_battle_game_stone_T=0.7_rngS=2107680757_gamma=0.5_hashKey=36728353_prefixLen=1_lang=java,39,39,1,1,38,0,0,0,0.025641,0.1,0.1,0.1,0.1,0.0,0.025641,0.1,1
stone,tank_battle,java,,2107680757,tank_battle_game_stone_T=0.7_rngS=2107680757_gamma=0.5_hashKey=47646761_prefixLen=1_lang=java,38,38,1,2,36,0,0,0,0.052632,0.45,0.45,0.275,0.625,0.35,0.052632,0.45,1
stone,tank_battle,java,,2107680757,tank_battle_game_stone_T=0.7_rngS=2107680757_gamma=0.5_hashKey=83782121_prefixLen=1_lang=java,36,36,1,0,35,1,0,0,0.0,,,,,,0.0,,0
stone,tank_battle,python,,1210046855,tank_battle_game_stone_T=0.7_rngS=1210046855_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,33,33,1,18,0,11,4,0,0.545455,1.377778,1.25,0.65,1.875,1.225,0.545455,1.377778,1
stone,tank_battle,python,,1210046855,tank_battle_game_stone_T=0.7_rngS=1210046855_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,31,31,1,14,1,15,1,0,0.451613,1.278571,1.15,0.825,1.475,0.65,0.451613,1.278571,1
stone,tank_battle,python,,1210046855,tank_battle_game_stone_T=0.7_rngS=1210046855_gamma=0.5_hashKey=23873851_prefixLen=1_lang=python,30,27,1,5,0,18,4,3,0.185185,1.64,1.3,1.1,2.2,1.1,0.185185,1.64,1
stone,tank_battle,python,,1210046855,tank_battle_game_stone_T=0.7_rngS=1210046855_gamma=0.5_hashKey=36728353_prefixLen=1_lang=python,29,29,1,20,0,5,4,0,0.689655,1.715,1.3,0.575,2.7,2.125,0.689655,1.715,1
stone,tank_battle,python,,1210046855,tank_battle_game_stone_T=0.7_rngS=1210046855_gamma=0.5_hashKey=47646761_prefixLen=1_lang=python,30,30,1,26,0,4,0,0,0.866667,1.9,1.75,1.025,2.85,1.825,0.866667,1.9,1
stone,tank_battle,python,,1210046855,tank_battle_game_stone_T=0.7_rngS=1210046855_gamma=0.5_hashKey=83782121_prefixLen=1_lang=python,34,34,1,10,1,21,2,0,0.294118,0.84,0.8,0.425,1.175,0.75,0.294118,0.84,1
sweet,brick_breaker,cpp,,3047071552,brick_breaker_game_sweet_T=0.7_rngS=3047071552_gamma=0.1_ET=0.5,9,9,1,0,9,0,0,0,0.0,,,,,,0.0,,0
sweet,brick_breaker,cpp,,3047071552,brick_breaker_game_sweet_T=0.7_rngS=3047071552_gamma=0.25_ET=0.5,11,11,1,3,8,0,0,0,0.272727,0.3,0.3,0.25,0.35,0.1,0.272727,0.3,1
sweet,brick_breaker,cpp,,3047071552,brick_breaker_game_sweet_T=0.7_rngS=3047071552_gamma=0.5_ET=0.5,15,15,1,0,15,0,0,0,0.0,,,,,,0.0,,0
sweet,brick_breaker,java,,3224345906,brick_breaker_game_sweet_T=0.7_rngS=3224345906_gamma=0.1_ET=0.5,14,14,1,1,13,0,0,0,0.071429,1.3,1.3,1.3,1.3,0.0,0.071429,1.3,1
sweet,brick_breaker,java,,3224345906,brick_breaker_game_sweet_T=0.7_rngS=3224345906_gamma=0.25_ET=0.5,23,23,1,2,21,0,0,0,0.086957,0.7,0.7,0.65,0.75,0.1,0.086957,0.7,1
sweet,brick_breaker,java,,3224345906,brick_breaker_game_sweet_T=0.7_rngS=3224345906_gamma=0.5_ET=0.5,21,21,1,0,21,0,0,0,0.0,,,,,,0.0,,0
sweet,brick_breaker,python,1082524405,1082524405,brick_breaker_game_sweet_T=0.7_rngS=1082524405_gamma=0.1_ET=0.5,15,15,1,3,0,12,0,0,0.2,0.266667,0.2,0.15,0.35,0.2,0.2,0.266667,1
sweet,brick_breaker,python,1082524405,1082524405,brick_breaker_game_sweet_T=0.7_rngS=1082524405_gamma=0.25_ET=0.5,25,25,1,11,0,14,0,0,0.44,0.981818,0.7,0.35,1.8,1.45,0.44,0.981818,1
sweet,brick_breaker,python,1082524405,1082524405,brick_breaker_game_sweet_T=0.7_rngS=1082524405_gamma=0.5_ET=0.5,28,28,1,15,0,13,0,0,0.535714,1.433333,1.3,0.45,2.35,1.9,0.535714,1.433333,1
sweet,caro,cpp,,3627467929,caro_game_sweet_T=0.7_rngS=3627467929_gamma=0.1_ET=0.5,5,5,1,5,0,0,0,0,1.0,1.5,1.5,1.1,2.1,1.0,1.0,1.5,1
sweet,caro,cpp,,3627467929,caro_game_sweet_T=0.7_rngS=3627467929_gamma=0.25_ET=0.5,14,14,1,9,5,0,0,0,0.642857,1.944444,1.5,1.1,2.7,1.6,0.642857,1.944444,1
sweet,caro,cpp,,3627467929,caro_game_sweet_T=0.7_rngS=3627467929_gamma=0.5_ET=0.5,14,14,1,9,5,0,0,0,0.642857,1.977778,1.8,1.2,2.4,1.2,0.642857,1.977778,1
sweet,caro,java,,2285465881,caro_game_sweet_T=0.7_rngS=2285465881_gamma=0.1_ET=0.5,11,11,1,5,6,0,0,0,0.454545,2.66,2.3,2.1,2.7,0.6,0.454545,2.66,1
sweet,caro,java,,2285465881,caro_game_sweet_T=0.7_rngS=2285465881_gamma=0.25_ET=0.5,18,18,1,9,9,0,0,0,0.5,1.622222,1.3,1.1,1.7,0.6,0.5,1.622222,1
sweet,caro,java,,2285465881,caro_game_sweet_T=0.7_rngS=2285465881_gamma=0.5_ET=0.5,23,23,1,12,10,0,1,0,0.521739,2.1,1.65,0.625,3.525,2.9,0.521739,2.1,1
sweet,caro,python,1598859076,1598859076,caro_game_sweet_T=0.7_rngS=1598859076_gamma=0.1_ET=0.5,15,15,1,3,0,11,1,0,0.2,0.866667,1.1,0.6,1.25,0.65,0.2,0.866667,1
sweet,caro,python,1598859076,1598859076,caro_game_sweet_T=0.7_rngS=1598859076_gamma=0.25_ET=0.5,21,21,1,8,0,13,0,0,0.380952,1.2,0.9,0.65,1.5,0.85,0.380952,1.2,1
sweet,caro,python,1598859076,1598859076,caro_game_sweet_T=0.7_rngS=1598859076_gamma=0.5_ET=0.5,24,24,1,7,0,15,2,0,0.291667,0.971429,0.8,0.45,1.45,1.0,0.291667,0.971429,1
sweet,flappy_bird,cpp,,95729506,flappy_bird_game_sweet_T=0.7_rngS=95729506_gamma=0.1_ET=0.5,4,4,1,2,2,0,0,0,0.5,0.55,0.55,0.325,0.775,0.45,0.5,0.55,1
sweet,flappy_bird,cpp,,95729506,flappy_bird_game_sweet_T=0.7_rngS=95729506_gamma=0.25_ET=0.5,15,15,1,1,14,0,0,0,0.066667,0.1,0.1,0.1,0.1,0.0,0.066667,0.1,1
sweet,flappy_bird,cpp,,95729506,flappy_bird_game_sweet_T=0.7_rngS=95729506_gamma=0.5_ET=0.5,17,17,1,0,17,0,0,0,0.0,,,,,,0.0,,0
sweet,flappy_bird,java,,1385953100,flappy_bird_game_sweet_T=0.7_rngS=1385953100_gamma=0.1_ET=0.5,14,14,1,0,14,0,0,0,0.0,,,,,,0.0,,0
sweet,flappy_bird,java,,1385953100,flappy_bird_game_sweet_T=0.7_rngS=1385953100_gamma=0.25_ET=0.5,21,21,1,1,20,0,0,0,0.047619,1.0,1.0,1.0,1.0,0.0,0.047619,1.0,1
sweet,flappy_bird,java,,1385953100,flappy_bird_game_sweet_T=0.7_rngS=1385953100_gamma=0.5_ET=0.5,23,23,1,2,21,0,0,0,0.086957,0.35,0.35,0.225,0.475,0.25,0.086957,0.35,1
sweet,flappy_bird,python,,1716196616,flappy_bird_game_sweet_T=0.7_rngS=1716196616_gamma=0.1_ET=0.5,20,20,1,0,0,20,0,0,0.0,,,,,,0.0,,0
sweet,flappy_bird,python,,1716196616,flappy_bird_game_sweet_T=0.7_rngS=1716196616_gamma=0.25_ET=0.5,26,24,1,1,0,23,0,2,0.041667,0.1,0.1,0.1,0.1,0.0,0.041667,0.1,1
sweet,flappy_bird,python,,1716196616,flappy_bird_game_sweet_T=0.7_rngS=1716196616_gamma=0.5_ET=0.5,27,20,1,0,0,20,0,7,0.0,,,,,,0.0,,0
sweet,snake,cpp,,3908348467,snake_game_sweet_T=0.7_rngS=3908348467_gamma=0.1_ET=0.5,16,16,1,2,14,0,0,0,0.125,0.6,0.6,0.4,0.8,0.4,0.125,0.6,1
sweet,snake,cpp,,3908348467,snake_game_sweet_T=0.7_rngS=3908348467_gamma=0.25_ET=0.5,25,25,1,0,25,0,0,0,0.0,,,,,,0.0,,0
