source_log,repository,method,scope,strength,auroc,npos,nneg,fpr_percent,tpr,threshold
log(9).txt,Brick Breaker,Waterfall,per_strength_tpr,0.5,,20,20,10.0,0.05,0.015383
log(9).txt,Brick Breaker,Waterfall,per_strength,1.0,0.7925,20,20,,,
log(9).txt,Brick Breaker,Waterfall,per_strength_tpr,1.0,,20,20,0.1,0.35,0.01583
log(9).txt,Brick Breaker,Waterfall,per_strength_tpr,1.0,,20,20,1.0,0.35,0.01583
log(9).txt,Brick Breaker,Waterfall,per_strength_tpr,1.0,,20,20,5.0,0.35,0.015661
log(9).txt,Brick Breaker,Waterfall,per_strength_tpr,1.0,,20,20,10.0,0.35,0.015383
log(9).txt,Brick Breaker,Waterfall,per_strength,2.0,0.92,20,20,,,
log(9).txt,Brick Breaker,Waterfall,per_strength_tpr,2.0,,20,20,0.1,0.75,0.016291
log(9).txt,Brick Breaker,Waterfall,per_strength_tpr,2.0,,20,20,1.0,0.75,0.016291
log(9).txt,Brick Breaker,Waterfall,per_strength_tpr,2.0,,20,20,5.0,0.75,0.015661
log(9).txt,Brick Breaker,Waterfall,per_strength_tpr,2.0,,20,20,10.0,0.8,0.014389
log(9).txt,Brick Breaker,Waterfall,per_strength,3.0,1.0,20,20,,,
log(9).txt,Brick Breaker,Waterfall,per_strength_tpr,3.0,,20,20,0.1,1.0,0.016942
log(9).txt,Brick Breaker,Waterfall,per_strength_tpr,3.0,,20,20,1.0,1.0,0.016942
log(9).txt,Brick Breaker,Waterfall,per_strength_tpr,3.0,,20,20,5.0,1.0,0.015661
log(9).txt,Brick Breaker,Waterfall,per_strength_tpr,3.0,,20,20,10.0,1.0,0.015383
