paradigm,method,dataset_or_workload,sample_or_seed,repeat,input_or_prompt_tokens,generated_or_watermarked_tokens,extraction_reference_tokens,baseline_generated_tokens,input_internal_tokens,watermarked_internal_tokens,input_model_tokens,watermarked_model_tokens,input_truncated,watermarked_truncated,input_sha256,output_sha256,baseline_output_sha256,tokenizer_identifier,pair_order
semantic-preserving,CodeMark,csn_js,test#2337,0,40,42,42,,44,48,44,48,False,False,f66f98edba2729abde3d130d518c3b8be5c50111d2c9d8057d8c28f13e2e12a7,24842cdc8336ad15b09d90e71670a9b81ca5a4cb074ee52fe8096f1a77a7186d,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2338,0,125,110,110,,147,147,147,147,False,False,752384af08c34243b2508845c03a70808edabbb0ce3858dae414e701297e2b13,cd3f7791cbc4c4de6b6c7a2e8aa2020607d25d44f34da4ee8adc2aae69123aca,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2339,0,99,91,91,,108,108,108,108,False,False,e5ebde4b77ca229e62ff42837ccced9dac1b2c59cfc07980bd22bea889c82846,4d9d70e4011d507a123e501851900a9cd90b5d557549399e9b0784e077bdf834,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2340,0,68,68,68,,77,87,77,87,False,False,44ffb7265a7582b518df179f4aa2597c6b78005d9d88f42a554e2699530b94d3,4221990d04a7b68d0009fbed31bbb02aaf616db36e8d57c211d0cacbb9454217,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2341,0,122,119,119,,129,141,129,141,False,False,26eb30bac36fda8e64ce853b648895c0d2a3de41dd53fd1bb7f8eee4f76b32ce,27835b6c681c073f296fb844f438f65a8a41041ec834d1ddac189fd2882ccce7,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2342,0,39,40,40,,51,53,51,53,False,False,f0dace4d229997f318a5615303e28b8849bf8aa24590ddb14c29bead9de4df46,ffd135d62517c928c32a75cef3bd413bce16bec9c6ce43483de674e2eb0ed9cd,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2343,0,43,41,41,,50,52,50,52,False,False,311f25828f7e29b5d247e57063a325efce5251e1d5b58fd22673927fb63cce71,a2bae1a7f290d95eee412f74126319fc10286cc28f2d3cf22e92904ede1cff4f,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2344,0,42,42,42,,52,56,52,56,False,False,9603c466ea9044141b92f1c3d09ae80ad185cd45178000866a931cb1ce358fe7,017dcbd0f87c2beec2b6ba6a876dfb4403c3958bbe5cb574a93fe09398b64b3d,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2345,0,38,41,41,,48,52,48,52,False,False,639ac3a815844ad001f60e500b48ea9ce3e56b01dac099cc9d191f85e131ba59,02912402a9db784e1f296746f8609cc4c2fa3bf68a8e0619bcca63b6eb43e9b6,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2346,0,33,35,35,,37,43,37,43,False,False,f186ee595df2fc9d775088501ba5c185c4a708abaa9b430d8ba2238ac29561e4,0a038fc3fff1a0086172d4e92294eb0fb504ea721f48e4733f8e867ff174ef72,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2347,0,66,64,64,,73,73,73,73,False,False,9e87d73865215820d9fb52408210a861e5f064e6f02f8a04e4a9380535743dbd,150326badb74f2a1385e88117ec61ba5b83f8c7e8723987a549d5ad9870e26b5,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2348,0,437,444,444,,480,550,480,512,False,True,6711c978265ea35817565904564766900e58339b40bfac9803065e1146515cb8,e1fc7af5210c2694e60386ae7353735315dfe0cb6f415ee32eb1d273e03f7fc4,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2349,0,180,172,172,,191,209,191,209,False,False,ed0c1ec3618a994b897d6d972036c9fc2427f246552f3137a1d55e968e4a7b33,1fe6f3cb4d41455624c50cfa8766ceab6c5df1a15a0592a25f0ec785d8a53abc,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2350,0,88,86,86,,97,103,97,103,False,False,8a8b36366f1e0e681c2c4b652869258537a210762a25672fd20eee6e5dd2e8a3,12a6d1eba31ae6de9870e6c02c22151a14191bcfb61f496d229d165b97548283,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2351,0,267,232,232,,301,301,301,301,False,False,094725bc6bb6117ea4e3fdccd5e30dd61dd9b6699b63d5dc811fc8280ef8f71c,9faf9dd8ae4c332cf836e25fe679b282c227046decccc4f3c9000643798b4e58,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2352,0,76,73,73,,82,82,82,82,False,False,2ef604778376f7d327cb31aa35dd35597a5b304343bf8c21f476cc97f289142c,9745567b9f69184cb6602c1e78fdcb7450a78342834361d23a392e4fbb99dd6a,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2353,0,41,51,51,,43,62,43,62,False,False,b48ffbad9a4bdd09fea25d992598c2beed0f1e9389b0dc27e1dcb83723dac56b,b44aa1a9b863ab3d86d78377b46f3edaea7dcb6df7842707e06a05cdfb7e9758,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2354,0,203,186,186,,197,200,197,200,False,False,480bc37b3a6b41486fe6a187e35d46c5de4fb4986604fcbacb127ae6e541b0e1,118f378b067ea5b87bafdb015a7827622deb9bb2460fcc05646c231ec5c55fee,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2355,0,178,157,157,,184,190,184,190,False,False,e9de2f6bfab669f0603e1f4c85334b2d02b841ea5a4caa6e3504a1e15f9f12b8,6ea580176b7e66319646c7fdddd5f60095143585461f10cc57bd2c86cb84d2e8,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2356,0,33,31,31,,35,37,35,37,False,False,91750785a6c988277784da4f8a1c13a4b47b8ae4c267177122759b0b4504f1ed,f76fd3bc65ed698b03fa1b67a94f03db721b0c89b284eca208702b25276b2ba3,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2357,0,152,141,141,,139,151,139,151,False,False,fb69a4aa8b6c3cd7a0992738b595ab962847be8e91c6d650bb1f44635134f444,c7780518265ec44298b1213d790e700b6f864ace78fa0b9f8821a5cd67880965,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2358,0,47,63,63,,56,60,56,60,False,False,e0b6257719ab7d699f9546a6e182488e53cd9257449db347072a5e14f5f238a4,b69304bcd9d27455e559e6b2ddddd4436ba73fcbe7f1837cae0d000de53015dd,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2359,0,108,96,96,,104,108,104,108,False,False,e7b8490abd5009caaaf06f7344bee647368d45ed0b4cfed8c2164ff7d2c0e435,338cfd7e4c44423357d9f8cd991a41aaf37fc1bbfbf0d6f03c9f430111f64ced,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2360,0,248,213,213,,221,225,221,225,False,False,f69cfd665d02773b985aca293bd8609edc11b7d90f7b98f60f92b28482f20284,7f90103d9074cca4af8c427359fa49e20a5bcd137c8ae508d90d408ea6dda85a,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2361,0,85,79,79,,78,81,78,81,False,False,34102b4a6c2c7057ae3621ada2d6429781ad9b0e466c3c04ec50daae4e9a5d0f,d5bdf576c2984e56a9be4c611675fdf264fe428adaffc894c54b7291ab97bc32,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2362,0,45,49,49,,49,60,49,60,False,False,593f8ae6b3b9af9e5f64219ec7b77d80637afb9f50e508ac4b8215b7db375452,340389327c0fee2070de6dd7f545c991f0f31adf23f9654f46f0439aac1cd599,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2363,0,172,154,154,,174,201,174,201,False,False,4d4dfacb92dbbc3d546fc07526ef7aed0c11de83a6038b03d6d4cde71e79988d,1e04995203c51c0a70f26cd0ee5a7eedf6a4be16664ea0e0beec41b6222aa7b1,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2364,0,78,67,67,,83,89,83,89,False,False,1c602031c218712e976d468a28d98185aa3eef5bd7602cf47c91c5f3733d4823,ed3077b4e0561eeba4cbab31c98695dba985272dd7baab884a2f08a600d06cda,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2365,0,332,298,298,,347,353,347,353,False,False,0765ddaeea4002b73b6d2a25213c8a114fe2aaa2c393be56dbe39323bbc4d4d1,77ac119db62726115e9e4245b3be81140ae60d94bfe245829e4af35392bf7ee9,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2366,0,65,62,62,,68,70,68,70,False,False,745a7b1315e8670f36c7d68528a0a99fb6fa42fb089fcf10aa1189928ca27997,f319b6790e89d74e101feb4fca6127a63bdeb6e92cadede0420b101726fb8d9d,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2367,0,76,71,71,,80,85,80,85,False,False,dcc5d50f1a4e423f4155c8416b132a1c17fc767397ca4d525159f1169bb67dc7,49b182a9260dabd290fb889e114a7b934a82b3d61cac534fb54d1cd1f0c0da2b,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2368,0,53,55,55,,67,67,67,67,False,False,3d6a4c40616794bb15927b268b92cd8eae7ed34aded7e24fb9b67002290f2134,a3fd46fb28f668fc5ad0bfb51936b1a21421b6e0ce0b9f5221fe0939c124fdca,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2369,0,51,57,57,,57,69,57,69,False,False,d8ed204139cbe5d63db2dd05bd4d45bc023da391f44095911103a2061015b917,5768a55af68bfee398d1a8bff97668c605181917d1f5ce87189135a32565b9db,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2370,0,119,111,111,,109,139,109,139,False,False,4c5f8c91333559c2776c0b7453820da70e91763c1c0f9246fb307e7c2bae1993,1bbff9c5776ef47584cc31ca3e5d877c0eec890b1d2fe7dc922dfdca863feb2d,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2371,0,125,128,128,,121,147,121,147,False,False,ec6bc3ee3820e17a8274ad07cbe1724fc049be8f1c44523e2856ae7954985f55,09ca612d7fb43509c3d8592d925618045b8377c2af0c939fb5238a8d87bbe7e4,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2372,0,52,58,58,,53,64,53,64,False,False,56fd9fd9906d63ec19f5c4f44577a078be963946353278f27810df034756537a,35f719743d0cb79aa7534503b1df5010521874bf6cb7ee9f06b91dce4493b806,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2373,0,77,87,87,,78,99,78,99,False,False,84c7ca807f43a642696d7e9b01d6723f032e5c844848d5f52d0c421935982b67,b08dbd76a1ec5dc7a0d9699da5c8a40cd24213bb9f72924ee113031a743d275a,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2374,0,75,63,63,,73,75,73,75,False,False,14f6a88bde31795082315aec61951d12da0ac38cc51b2997ce7cd5ca7e0855ca,24eef637f8ce32205489af5b0b2fdb5a9fbfbc6f65c1de88cfbdc463ffcf51f0,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2375,0,58,49,49,,67,67,67,67,False,False,2c7bd207ae0398b1c2f9baf40890611660c98be72d3384c49e7a9ba5e62dfc9f,ee59bcbd8cc7b17fe9a04cc4c08f7c03542cb271b776ccf6271b341d52201460,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2376,0,111,113,113,,114,117,114,117,False,False,1196262b62187c0d91265b8098f615e46d4709fd6eef1abee4e3590b0a65b8b7,596c5a79795722ac3b7dd2125608f062abd95e558fe111a0892c5a912f9de0cc,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2377,0,97,93,93,,100,103,100,103,False,False,c4daf259be467061cc8c5dfe5b5fcc982627d616f58e06c1b5897921cb07dc8d,d2228dc1068ede32c25372aaa8791ac47d579e489e1b5a3bf3b74351279cfebd,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2378,0,62,70,70,,62,80,62,80,False,False,19be4b908b2167bb82954800eb62df1ad7775a215504a6e766a251eec590b1d9,6e5819911fe7a711c829c637412aac1b7a0e6dea113939060c43293c6fc1d7e5,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2379,0,127,124,124,,111,142,111,142,False,False,cd8f4540e0eec513ee04cdc804f2bed49881be3c1df186e358686e53e0e8596f,5ba8e69e75afc42d5183289a986da2aada2544516ddd8b5f09e5295df2dcfced,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2380,0,43,46,46,,56,64,56,64,False,False,195613418b3723fbe3486eb2f2fb1b281812684c27b37899ed98ce56dc80a113,f36b1b8e3ac4e8f2266d4487aa5e8d0bd06ab2c62a6cbd775ca5c3af9c2ffa70,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2381,0,84,80,80,,105,107,105,107,False,False,b42c40c1cf6eea7c8a057bc5fc691ac4f04b88b0f39c6f75c26766473a9fedac,302982c4b2bf7faa3166c51bb8a32cc8ed0c00d8f772cc05d1fa68c4eb34fe5e,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2382,0,52,56,56,,65,67,65,67,False,False,cc1cabd91c28ac85ea41103d1ef69e921d5dd358bb065de71018b655abdbea66,803dadfe7457b3aaeec4dff7ce823acaf6e7a0b348f3c9e8eed0328df279e5d9,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2383,0,75,74,74,,92,100,92,100,False,False,78d1c4db9a22fa7e44d437dae73778a6f5e9bc64d794634a31dc1bb2d4488a81,23ec6e99b662171009001d9b7099e68ba276dd8e81764d89e2a66c264fd39670,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2384,0,33,34,34,,40,44,40,44,False,False,1146d67d8bdce06450b651298b53162e30326de97ca13e4293f6cd697790c7ef,ec749de3908fece8d8eb2461426a10977f34a96545da0eda0714ddc8f6250288,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2385,0,96,97,97,,107,111,107,111,False,False,d492c0fea01d5f9a6bdb35ac2ad6e6ad2fb98476dc94a7fe601a8772fe437aba,670cf5889961d722ee7d44110401c326a71cb41df02713310abeef18e1b7120b,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2386,0,55,56,56,,59,69,59,69,False,False,48d34e74ff815b6b9f70d0dae26c339467fc2a873324ed78b4ceb3daaf35c2de,e2b4df6a24719ba08abd1114f890bfef87eb4370d8eb353a5bc62fd445a72ed2,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2387,0,138,145,145,,131,153,131,153,False,False,3b8cc33d2e6d29c56bc3662cfb45c6a5af7f0cb304a72f416777e80ce023c4fc,9ee9b8f98056ddfa8c82c491f6b9ac4550a70eb95fda05bfe900d5d37f40bbd8,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2388,0,31,33,33,,33,41,33,41,False,False,635d05ba70a22867b377400b5257a0cd1705457bbbb3b63f8e3f408aa4b30b24,61cecefdccd75e0c13cac762e1ebf45cd7e78c40b4864763f8a3d30f9b208002,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2389,0,71,79,79,,82,90,82,90,False,False,0f6c9993c3a30fad82377bbcd17b5db54b5bbae0c75a32ffbbeac0280ec39447,4f16ba5c3908dd6968c51ffec4c7d8bf4b8caa22371c9377e9d9c9a54dee3976,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2390,0,43,46,46,,56,58,56,58,False,False,b60bd8a6bf1c0c06a2a2694660cca0a3ddd12d2aa81bcd8c711ada82d8991f37,82290b7d5d99a675b376143305a60711e9fed02299f7d66a5f4bddb21d6372f8,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2391,0,41,46,46,,45,49,45,49,False,False,2484882a8fd26d08bbe3392b7aea67ff7242f4487802041c5759978acf5e53c7,04ddabb08c4cf6e097feb07c7f1d5572ba797553391424ddfea464bcd57d9359,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2392,0,185,174,174,,197,202,197,202,False,False,4bd9365ab82cd924cbbc0b2bb211e441824277506f5c0ea8c381d83785dd297c,fb0681ed87e562f0a81b8313895326682fda0500757d8a1666b604baaa3b851d,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2393,0,47,52,52,,48,59,48,59,False,False,56d12841c29bd003db978b4cc54f3c14e4870552b958886ca4baca00f1f5232b,f7884a8478abba053b7f89d545af43e7f604093814cf5c40c6b4aa67cb1f4b52,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2394,0,44,45,45,,49,51,49,51,False,False,7225c7a70518cfa8b3fc959ae3ae1c07d58b167f5f3b563da4bc4c4ee7dac351,db755ea95f432b68c71a8e12cad43a9cf3e93203f6f1ae7f579ad2d232fdd1b3,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2395,0,93,87,87,,100,113,100,113,False,False,9bd3e60cb315a2392cc28625a7f6df50a6f9ee82a25f25ffc7edc58cb562a008,d7dc8ea69a0cabd7234e86f326316a683475784072248c7798677d9855b38c85,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2396,0,156,140,140,,131,135,131,135,False,False,85e0cf6587420339bb19f90bc562ed94edc272d92538783903139755b3349ea4,169ad6e6b14f45657b593b06cf81edd5b5471305953fbf6cfaa98d6e52d6c0f2,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2397,0,41,42,42,,53,56,53,56,False,False,5bcf02aa16cf91ba082416ef7bd0b057dbb31fbcb08aeb4942ede70c74db64bf,de728f3d8f9161d365ef3a4417685aa4da8be7eea3b739c6943c0013303f7bae,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2398,0,58,49,49,,67,67,67,67,False,False,1c902f582decf2c3fbb54cc6ced7468928b28d9f3cd9afd16a3f9ab5e32e9199,447fed4846979d2da4d67652f1001c82f85e6115e3c93db9bf944840958e2ce1,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2399,0,387,360,360,,391,400,391,400,False,False,6111ffb734faf000907dfdb4d5f9826a7373fd4d13b58167602f3ec59e76c652,d96e65c2250e269ca2c89e5efecfe370d0de56783c5ff1ffd2f85f158dee082b,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2400,0,88,76,76,,86,82,86,82,False,False,3864970662183b561b324dd30f58b6161a9214ccd90af6f93075d7371a3a7460,3301c6228c4c240a41d247b1d7e1a6df2f06419d348c85e5296111119964ac77,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2401,0,322,293,293,,340,342,340,342,False,False,93bf17c868f9e326e7a87fe3149d64b8b847ebd0f3b0c565e12df8d09844c69b,4ba02a8b26d60b9e2a76ec788c54d28691d6a6de7b80469393333b1c4faa7b1f,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2402,0,31,32,32,,36,40,36,40,False,False,32a85c6f8aed6dcd6b4ca7f30ac7447c9a148286f5f0d7738bf487337be52268,c94894e224aadb28f471dc0cfda6cdfe4cf1d8d2acb18d34f23515c69cb3f750,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2403,0,54,51,51,,59,64,59,64,False,False,f0f9685714fd96082d6592902fa95c94fa300f0b4cf8a160b5ea12161ced4b5c,7ab327ba90bed5cc11b9ba46baf0c000827368854f3a3fba91471f648bb20ba8,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2404,0,172,152,152,,160,164,160,164,False,False,bf43f83f706ad723265c2a056b4a64fcd87f15ba54a9427fcdd665c5f52229c1,e621501ba39bf0b032b2f91b39a623ee8965d5a96359bfa1f71e0e19bfbfc42e,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2405,0,166,145,145,,170,181,170,181,False,False,74790520a8837ffa07bea208bf67032ef4fec6135bea93bf61696b0536c82703,372201d328168791a8422f78a16e3e5e660c4f52de79fea92423d77e20a05e06,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2406,0,35,31,31,,42,40,42,40,False,False,4ef0a64721617b55af54e8aadcdb526f4dffc878af37dceca07239cf8bd4a68b,a013f744591b751f27db752a2054f9310290ba2b4c317dd2ecbff0877983a5a7,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2407,0,192,180,180,,187,188,187,188,False,False,0de1ca94ca4d200dc15bf68af3c377f16c3624de6c3d4901c3bf8394782b232e,5bea4e9b467cbe96033bc748a18b59bb951774eed4c9148fe31d2704e4ad7f72,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2408,0,80,75,75,,81,81,81,81,False,False,be3d993ce85989b3385c56d910715a789b07448d8519936d20b331c0f161bf0f,8e4fe62474cb0aafb17348fdd362af1f2e0d606791e3c2eba33584fe90ed24c8,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2409,0,158,153,153,,143,157,143,157,False,False,ef9a1053b2d013b160a2147801e7e00d6633e0015e609a48c8b638b3fc97c1d0,bcaf8189237f9efd74a7aaba0e248e6f581107528c72901edc8b6e102d874a49,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2410,0,37,33,33,,42,42,42,42,False,False,cfd1bd8e0ba921398e29b3442e637dd3724d033af629db03191d42f54838a362,84fed26cc2e2588e7ea2b54afe27419b222963511306e504488f009ab467222b,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2411,0,48,54,54,,51,62,51,62,False,False,048960921facfd7de704fd455c09df21b39645ae24de3f07e39d01d01befd0c1,9dff1e74f84cd5a7fc0b4c11ea7cffa091fb347b5ca17518f982836090bac733,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2412,0,134,117,117,,132,135,132,135,False,False,04ad653c03becadfc3a1f4189e3dbc2ba69851432782a3727113a9abd72e5a67,ef03c3bc5316c487c4a791b09bf464ce8c3a01cdb5198e095d64c68aec2c1f22,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2413,0,111,101,101,,120,123,120,123,False,False,3b74d8ba6a45ca7f1b986bdc34b08244551bc21e06fdb85d4e2f8c86f6f2ca68,02fa39bdb660bf3b761df99eeeae82c197f1cd70bf5de5dcb9f2a03b8bd790db,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2414,0,515,463,463,,507,594,507,512,False,True,1f1a7959aab1b36c5632edbc13a6fab5e224d489ca15ec4fa311bfb577eda5fd,39c5ae5c80cc51de8b95bbad60a7825b4f1ff74f35c1a08e032dcd4299452d98,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2415,0,69,56,56,,66,70,66,70,False,False,00026c01e3b58ee0345ab1548fea81ad4a93df9fdef821bad6a2077e15f13cfa,40e767f9fb79f0c59631714670c767f7f0205e2253c43c5dfafed41e3a2a43df,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2416,0,43,44,44,,44,46,44,46,False,False,8f45b00cd5c19bf789a1f75988ba84218f492ea144a54ad9ef48d70e15d9d2ed,363c8c1f14ec489b8a4ef37dca15db574b3f5dda56cf20b9a1869dcd3ae16574,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2417,0,93,87,87,,97,99,97,99,False,False,faed2392d86a2094b9b9272b16d5c44f857f9b50f1ff77a2e1cbf68383de28fd,e1d8d6d83bba9f81a1e8117fec9113fd2fb4e02e5868ac77de15a07be4ef81b8,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2418,0,206,192,192,,240,240,240,240,False,False,81adfdf170e936c10a033b2c20702541da1710c433ba28c5457086a03a63575f,171152837b93c050266b34c6b91ac717a0f257a441235ac5531f2c98355f8b06,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2419,0,190,179,179,,211,211,211,211,False,False,018e32a9294a35138a19fbb3f1d38ff9820bcd71c7495fca3769af9811118bd7,c82b21b9afc76d189da89946d83bbe2600ce0c17927c208a643350b0075aa4e6,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2420,0,67,56,56,,68,68,68,68,False,False,718d8c4eee9694d86761d32957f96361ed910d0e2691c4cd8a02d81eff09ebe1,8692ecda1eef1eb78d6d0c1d45af9418c47814a2c0fb318c34cb9a1620d29d95,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2421,0,100,93,93,,91,93,91,93,False,False,86b1249c1674a221b20740e690c489f06a5a738b6892d60babf9231847333dc3,1c73e89e0ba573779279d38b3233bed80a3813f60048d8c4dd78dadd46134ea8,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
semantic-preserving,CodeMark,csn_js,test#2422,0,351,326,326,,353,357,353,357,False,False,824903b5d7e55d1e79a6ab06c9c323647569233a91f39a82ac32af882e4280e1,f8a2b317e669634d5dedf23fe11355ef4c5ec195dc38f9686b883860c9209a73,,Qwen/Qwen3-Coder-30B-A3B-Instruct,
