paradigm,method,dataset_or_workload,sample_or_seed,repeat,input_or_prompt_tokens,generated_or_watermarked_tokens,extraction_reference_tokens,baseline_generated_tokens,input_internal_tokens,watermarked_internal_tokens,input_model_tokens,watermarked_model_tokens,input_truncated,watermarked_truncated,input_sha256,output_sha256,baseline_output_sha256,tokenizer_identifier,pair_order
logits-bias,WLLM,p07_calculator_cpp_tokens,20260917,0,6162,256,256,256,,,,,,,98bc86d9e70e7ca4ce5bae262aca867f887241c495d201edbb297e2f42979b27,ceed0194c3b4a12459f37c2726f5f3eaf6fa71c3f871a08c15a4701abe7e2311,28c877f80cd9c7581cc7097f0dbb1f13b1d6672a9afe080ae9e7bcaa62a5f6f8,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,WLLM,p07_calculator_java_token_type,20260918,0,7243,256,256,256,,,,,,,b5e869b13264b494ed747ec6ae960fcd23c8c63ae31e0dfa69e59c475db0f2f8,462c08cd382b48a71bf741836f82ea05241a75ed5353d5db03808ae3f081de24,f1f4fe4b25d227fc40ba83fb94ccc15326a460ae8253758c1a0a8c9fbf81f56a,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,WLLM,p07_calculator_python_errors,20260919,0,8405,256,256,256,,,,,,,92c1499a6eca914c19812fbbbc162ff81f0c9527b1c1f9fa0d1b0970d0739da4,f848fd648b90719f312e7bf2ea4fd6cfcf61f099d5bf6ef0357b0177c01d9c5b,deaffe07f1cb667ccf307d0452aa106b742214b2701c38036b29714f194262c6,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,WLLM,p10_crud_cpp_record,20260920,0,9264,256,256,256,,,,,,,a79207132d1db68eb661d4a2a82d879bbb43ee370bc8ed44f0c4fd62a635cba6,a3350f3e9520612e90be7d6d331bfeee88e26e8086bb3058c67a98ec6861ba98,73218816c6168f6a15128f8d0c9d8abeb5da94e09f29fb986aa8e12ae089dc94,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,WLLM,p10_crud_java_user,20260921,0,10418,256,256,256,,,,,,,be7ed147395e2d67289588def2d7610f412e37d3372c4cc848e94353874d97dc,cc91c7acefb59006271e7d5c67bfdf957aa0e286ef5d19bb9ce757cc149aaa67,cc91c7acefb59006271e7d5c67bfdf957aa0e286ef5d19bb9ce757cc149aaa67,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,WLLM,p10_crud_python_errors,20260922,0,9245,256,256,256,,,,,,,627a62ddcf6bacde36ceeac2c5be9584b40da4c079c4e0bfaf1e4f1a08bcf2e2,9bdffe938738f75c82cf3c0a45871ed8a4d06a135f168d32a9bad82f2f812b6e,0ec98ba918f5846570988b06199801c9e01f61124023f390e987ca341f65ecd7,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,WLLM,p07_calculator_cpp_tokens,20260923,1,6162,256,256,256,,,,,,,98bc86d9e70e7ca4ce5bae262aca867f887241c495d201edbb297e2f42979b27,635740587c8f4f153de9c907c444d53ac19b2055b65946c2aeca26515c251d6f,c7c9c8e96ce6ababc608010976396d7436cc67bd16ab3fa9ae834c8a68466c26,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,WLLM,p07_calculator_java_token_type,20260924,1,7243,256,256,256,,,,,,,b5e869b13264b494ed747ec6ae960fcd23c8c63ae31e0dfa69e59c475db0f2f8,145ecc20937049a6714196b25381b62accff840e4f58e30794c2f77c38492da3,cb3a1329f66255450cef34dd1cb28981ce970771520ae26802e569ce4c8e1ef8,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,WLLM,p07_calculator_python_errors,20260925,1,8405,256,257,256,,,,,,,92c1499a6eca914c19812fbbbc162ff81f0c9527b1c1f9fa0d1b0970d0739da4,52de24965e98e3865b8107d88e2f105dc64d304e19f103628fa0f011cd0e1d5d,cba6bbdbd52ddc0fc057c0297aec0e7151f1d36f91226e00c4823df63186c5e2,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,WLLM,p10_crud_cpp_record,20260926,1,9264,256,256,256,,,,,,,a79207132d1db68eb661d4a2a82d879bbb43ee370bc8ed44f0c4fd62a635cba6,b560a6a646edb012f27a0500e416abe22f9e43fc387163f35dbcb6a899064761,060b33e87160e4d2aede7ce694a5f5bc7d0ba19c7b4cdd0f0e22460f47706d4d,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,WLLM,p10_crud_java_user,20260927,1,10418,256,256,256,,,,,,,be7ed147395e2d67289588def2d7610f412e37d3372c4cc848e94353874d97dc,1796a838995064e7350de8f91b5c5a7509b3a23ad554ec0fa8bf0f7d2699ae32,cc91c7acefb59006271e7d5c67bfdf957aa0e286ef5d19bb9ce757cc149aaa67,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,WLLM,p10_crud_python_errors,20260928,1,9245,256,256,256,,,,,,,627a62ddcf6bacde36ceeac2c5be9584b40da4c079c4e0bfaf1e4f1a08bcf2e2,8ea4e4cd93c0783b3c476f582e7c36d3cce2c924e196c10ea525c4f23a7e4e04,628382875b7363ffafbb2943609408c9a4c40a796cccae2bfe7ce30585bf0de2,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,WLLM,p07_calculator_cpp_tokens,20260929,2,6162,256,256,256,,,,,,,98bc86d9e70e7ca4ce5bae262aca867f887241c495d201edbb297e2f42979b27,f67fccb06dc16ac7214c27a79c5fd82a4a9afdd2ddcbf1630e0332b99ec96778,7cd92750221e9dee5bc506a5e14691a9b537859038251ab485c7a6db6f33834c,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,WLLM,p07_calculator_java_token_type,20260930,2,7243,256,256,256,,,,,,,b5e869b13264b494ed747ec6ae960fcd23c8c63ae31e0dfa69e59c475db0f2f8,3d948294f735b729e1ca0622e5c9e4783ecf5a6303e70d3d3c75d12bba2d1a36,6b966540c8c3022338d866e9362baa0da9f1d7e11fcb1e13a0c0671a5375f1a0,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,WLLM,p07_calculator_python_errors,20260931,2,8405,256,257,256,,,,,,,92c1499a6eca914c19812fbbbc162ff81f0c9527b1c1f9fa0d1b0970d0739da4,048b5d320bd2ec46cfb6bfdf360667952500bcd28ebc311186ea072a116376db,70a4899129e49b83ba0f2160b9cfb971b7560513d7b11be555d7478341776447,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,WLLM,p10_crud_cpp_record,20260932,2,9264,256,256,256,,,,,,,a79207132d1db68eb661d4a2a82d879bbb43ee370bc8ed44f0c4fd62a635cba6,c4706359b13e2a81c22f39ef6e4078c0c825f2aefec160420e64328be901ebd9,611b9c74f8fbe565ea9f147b5f7a73797c45f8831099b62279c2dea45a573902,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,WLLM,p10_crud_java_user,20260933,2,10418,256,256,256,,,,,,,be7ed147395e2d67289588def2d7610f412e37d3372c4cc848e94353874d97dc,1796a838995064e7350de8f91b5c5a7509b3a23ad554ec0fa8bf0f7d2699ae32,cc91c7acefb59006271e7d5c67bfdf957aa0e286ef5d19bb9ce757cc149aaa67,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,WLLM,p10_crud_python_errors,20260934,2,9245,256,256,256,,,,,,,627a62ddcf6bacde36ceeac2c5be9584b40da4c079c4e0bfaf1e4f1a08bcf2e2,c82a2b5ee3407544250861f9714e5f90c2527c212adfc2196f8834fd8541c24d,bb85b9ec731ab18d7acfa7ae650af848134339aeced79dd3f81a75e58dbf7992,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,WLLM,p07_calculator_cpp_tokens,20260935,3,6162,256,256,256,,,,,,,98bc86d9e70e7ca4ce5bae262aca867f887241c495d201edbb297e2f42979b27,ec4362d5dbcc57fa6842116e10a243705738b1dc0a975656aedc34a8de862fac,9cc0d4adb59d41fa8c91c3a3a25b234d7a8d285a7e9a9230b97cbee83a918597,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,WLLM,p07_calculator_java_token_type,20260936,3,7243,256,256,256,,,,,,,b5e869b13264b494ed747ec6ae960fcd23c8c63ae31e0dfa69e59c475db0f2f8,6164ddebc7287435a094d7ad1da7a39d9a7171ab93bb260b5a623666a4ac3288,48c1d7173a1cdfc10ef88dc325119fc237f77bdc2a12b4f921c7575500088682,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,WLLM,p07_calculator_python_errors,20260937,3,8405,256,256,256,,,,,,,92c1499a6eca914c19812fbbbc162ff81f0c9527b1c1f9fa0d1b0970d0739da4,62e6bf810c4ec4a58ed6cc50ec9d3c2fe1b7dfbec196b384558181af1c5774b2,db0db9baa2082b7a844ce69a6cd7da5c33a80a07f728233731e8050bb4e93af4,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,WLLM,p10_crud_cpp_record,20260938,3,9264,256,256,256,,,,,,,a79207132d1db68eb661d4a2a82d879bbb43ee370bc8ed44f0c4fd62a635cba6,c999872bb532aff42be0ec5bcb425d8226f8950669f971473d86339beb8fbd87,dfa699edd9c018256762c739fcf19fbd2c33f9892eec32122f944d811e779357,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,WLLM,p10_crud_java_user,20260939,3,10418,256,256,256,,,,,,,be7ed147395e2d67289588def2d7610f412e37d3372c4cc848e94353874d97dc,1796a838995064e7350de8f91b5c5a7509b3a23ad554ec0fa8bf0f7d2699ae32,1796a838995064e7350de8f91b5c5a7509b3a23ad554ec0fa8bf0f7d2699ae32,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,WLLM,p10_crud_python_errors,20260940,3,9245,256,256,256,,,,,,,627a62ddcf6bacde36ceeac2c5be9584b40da4c079c4e0bfaf1e4f1a08bcf2e2,d588341176ce3ac1678e3f50ef1981e8520e783ac9e67704fbb5216dda27b4db,6cd3a9ed4e19b1b578e9553e93d01c5f535c9eebe968a10d5896f3597190d816,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,WLLM,p07_calculator_cpp_tokens,20260941,4,6162,256,256,256,,,,,,,98bc86d9e70e7ca4ce5bae262aca867f887241c495d201edbb297e2f42979b27,59ad9453c433e27c53a85e88e17e241320090f12baed55639ee83564e377718f,e61b9cb18865c35df56599d67fc9e857913ec5c1dc2c7f0ddf966db4331a20db,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,WLLM,p07_calculator_java_token_type,20260942,4,7243,256,256,256,,,,,,,b5e869b13264b494ed747ec6ae960fcd23c8c63ae31e0dfa69e59c475db0f2f8,27be2e216940096186f0da358454296f5118b451eedcacbbe0713a4bf2d920e5,1a414ebb6cc13974678d6e7768a0bfb4b7e32221d1e78c866ec953d11299c1f8,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,WLLM,p07_calculator_python_errors,20260943,4,8405,256,256,256,,,,,,,92c1499a6eca914c19812fbbbc162ff81f0c9527b1c1f9fa0d1b0970d0739da4,5c39f1034f81cdb3caf591e518cf0050f15f5f5a483f27de3b6e0fb24b9c0948,cdf9d0363afd4f4433bf3618c3d4686cdcd8628b869d8a71581c42596879bb7f,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,WLLM,p10_crud_cpp_record,20260944,4,9264,256,256,256,,,,,,,a79207132d1db68eb661d4a2a82d879bbb43ee370bc8ed44f0c4fd62a635cba6,64e3d388a3fc1c62c7f1f6f6639462a230c31a3492e0153c9d4111d0521b875a,dfa699edd9c018256762c739fcf19fbd2c33f9892eec32122f944d811e779357,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,WLLM,p10_crud_java_user,20260945,4,10418,256,256,256,,,,,,,be7ed147395e2d67289588def2d7610f412e37d3372c4cc848e94353874d97dc,1796a838995064e7350de8f91b5c5a7509b3a23ad554ec0fa8bf0f7d2699ae32,c069958ef9fdc1a3e437c72a22be6622e67210b602c49875dd3b133f134cf48d,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,WLLM,p10_crud_python_errors,20260946,4,9245,256,256,256,,,,,,,627a62ddcf6bacde36ceeac2c5be9584b40da4c079c4e0bfaf1e4f1a08bcf2e2,4b466d1d9c40dc726870b7b38303be5f274fc48a90acc22c248eb541ca55d90d,03b066e4c95f5a607c4b397dab7225c13723979604ae864e144bde06dcd69b7a,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,EWD,p07_calculator_cpp_tokens,20260917,0,6162,256,256,256,,,,,,,98bc86d9e70e7ca4ce5bae262aca867f887241c495d201edbb297e2f42979b27,473b698922c04bd194f29fd1f07762a649775a3e221e5a9fc557b1016149dba6,28c877f80cd9c7581cc7097f0dbb1f13b1d6672a9afe080ae9e7bcaa62a5f6f8,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,EWD,p07_calculator_java_token_type,20260918,0,7243,256,256,256,,,,,,,b5e869b13264b494ed747ec6ae960fcd23c8c63ae31e0dfa69e59c475db0f2f8,1f22b5f45f0deb958f622d952903fea0826397a7ce06605238e54516c5b3794e,f1f4fe4b25d227fc40ba83fb94ccc15326a460ae8253758c1a0a8c9fbf81f56a,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,EWD,p07_calculator_python_errors,20260919,0,8405,256,256,256,,,,,,,92c1499a6eca914c19812fbbbc162ff81f0c9527b1c1f9fa0d1b0970d0739da4,bbc59d6f466d27182cf8502632206c6259d685b4344f028e19689fc81b2a26be,deaffe07f1cb667ccf307d0452aa106b742214b2701c38036b29714f194262c6,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,EWD,p10_crud_cpp_record,20260920,0,9264,256,256,256,,,,,,,a79207132d1db68eb661d4a2a82d879bbb43ee370bc8ed44f0c4fd62a635cba6,bf3a55ad206ce3ab12a8170d195c1386121b9c61e0fcb3a1eedc302d15396ae5,73218816c6168f6a15128f8d0c9d8abeb5da94e09f29fb986aa8e12ae089dc94,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,EWD,p10_crud_java_user,20260921,0,10418,256,256,256,,,,,,,be7ed147395e2d67289588def2d7610f412e37d3372c4cc848e94353874d97dc,cc91c7acefb59006271e7d5c67bfdf957aa0e286ef5d19bb9ce757cc149aaa67,cc91c7acefb59006271e7d5c67bfdf957aa0e286ef5d19bb9ce757cc149aaa67,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,EWD,p10_crud_python_errors,20260922,0,9245,256,256,256,,,,,,,627a62ddcf6bacde36ceeac2c5be9584b40da4c079c4e0bfaf1e4f1a08bcf2e2,a45dbc75e055616c00013c05b69e95e5ff6d89285cf8531a7770101dc6d68986,0ec98ba918f5846570988b06199801c9e01f61124023f390e987ca341f65ecd7,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,EWD,p07_calculator_cpp_tokens,20260923,1,6162,256,256,256,,,,,,,98bc86d9e70e7ca4ce5bae262aca867f887241c495d201edbb297e2f42979b27,5fb46f365be5ab6c5177af6f4c7d2eb5e7d70d63cbc5b55987582ef2d6afc100,c7c9c8e96ce6ababc608010976396d7436cc67bd16ab3fa9ae834c8a68466c26,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,EWD,p07_calculator_java_token_type,20260924,1,7243,256,256,256,,,,,,,b5e869b13264b494ed747ec6ae960fcd23c8c63ae31e0dfa69e59c475db0f2f8,68ab7dd76d73766e04d689b6042e35879f5097f607dddab9d0975c0c436b7d6a,cb3a1329f66255450cef34dd1cb28981ce970771520ae26802e569ce4c8e1ef8,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,EWD,p07_calculator_python_errors,20260925,1,8405,256,255,256,,,,,,,92c1499a6eca914c19812fbbbc162ff81f0c9527b1c1f9fa0d1b0970d0739da4,5457dd6c1198a60420db687163bcabeffc7845b6488350fc4f145ed668955187,cba6bbdbd52ddc0fc057c0297aec0e7151f1d36f91226e00c4823df63186c5e2,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,EWD,p10_crud_cpp_record,20260926,1,9264,256,256,256,,,,,,,a79207132d1db68eb661d4a2a82d879bbb43ee370bc8ed44f0c4fd62a635cba6,2c7c7657905b06acb1ba129cb181c393786c2e1a0fd7de290720a243cd4d785b,060b33e87160e4d2aede7ce694a5f5bc7d0ba19c7b4cdd0f0e22460f47706d4d,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,EWD,p10_crud_java_user,20260927,1,10418,256,256,256,,,,,,,be7ed147395e2d67289588def2d7610f412e37d3372c4cc848e94353874d97dc,cc91c7acefb59006271e7d5c67bfdf957aa0e286ef5d19bb9ce757cc149aaa67,cc91c7acefb59006271e7d5c67bfdf957aa0e286ef5d19bb9ce757cc149aaa67,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,EWD,p10_crud_python_errors,20260928,1,9245,256,256,256,,,,,,,627a62ddcf6bacde36ceeac2c5be9584b40da4c079c4e0bfaf1e4f1a08bcf2e2,87628b22460cd0a66c2f61795875ff3ca4da5e711be9cc8f34b0998acb653f91,628382875b7363ffafbb2943609408c9a4c40a796cccae2bfe7ce30585bf0de2,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,EWD,p07_calculator_cpp_tokens,20260929,2,6162,256,256,256,,,,,,,98bc86d9e70e7ca4ce5bae262aca867f887241c495d201edbb297e2f42979b27,d24541e8b3b3a6a4bc317c6aea474c74df90af0592f5145be0023c75e484040d,7cd92750221e9dee5bc506a5e14691a9b537859038251ab485c7a6db6f33834c,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,EWD,p07_calculator_java_token_type,20260930,2,7243,256,256,256,,,,,,,b5e869b13264b494ed747ec6ae960fcd23c8c63ae31e0dfa69e59c475db0f2f8,510b8da7d286912b5e7ad25567d689aa8df5d323cf605b199043865234c6b546,6b966540c8c3022338d866e9362baa0da9f1d7e11fcb1e13a0c0671a5375f1a0,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,EWD,p07_calculator_python_errors,20260931,2,8405,256,256,256,,,,,,,92c1499a6eca914c19812fbbbc162ff81f0c9527b1c1f9fa0d1b0970d0739da4,bfb26ed06bad3e015e9c3dd19de3a3bcea758134256db1cedb9de5bcf3cc1e8a,70a4899129e49b83ba0f2160b9cfb971b7560513d7b11be555d7478341776447,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,EWD,p10_crud_cpp_record,20260932,2,9264,256,256,256,,,,,,,a79207132d1db68eb661d4a2a82d879bbb43ee370bc8ed44f0c4fd62a635cba6,0feb069d48f1e921eeb6802de9ad4cf415159cac44ef2f1d66257b6a11c7576c,611b9c74f8fbe565ea9f147b5f7a73797c45f8831099b62279c2dea45a573902,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,EWD,p10_crud_java_user,20260933,2,10418,256,256,256,,,,,,,be7ed147395e2d67289588def2d7610f412e37d3372c4cc848e94353874d97dc,c069958ef9fdc1a3e437c72a22be6622e67210b602c49875dd3b133f134cf48d,cc91c7acefb59006271e7d5c67bfdf957aa0e286ef5d19bb9ce757cc149aaa67,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,EWD,p10_crud_python_errors,20260934,2,9245,256,256,256,,,,,,,627a62ddcf6bacde36ceeac2c5be9584b40da4c079c4e0bfaf1e4f1a08bcf2e2,394f465d75a398e64bdb993e6bbb9ca9235bb3f4eff4e3ae8634ecaa4d504e86,bb85b9ec731ab18d7acfa7ae650af848134339aeced79dd3f81a75e58dbf7992,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,EWD,p07_calculator_cpp_tokens,20260935,3,6162,256,256,256,,,,,,,98bc86d9e70e7ca4ce5bae262aca867f887241c495d201edbb297e2f42979b27,b1d40491262dc636054b864b1fbc23f115b17c6cddd0e17b6df1af2d27138048,9cc0d4adb59d41fa8c91c3a3a25b234d7a8d285a7e9a9230b97cbee83a918597,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,EWD,p07_calculator_java_token_type,20260936,3,7243,256,256,256,,,,,,,b5e869b13264b494ed747ec6ae960fcd23c8c63ae31e0dfa69e59c475db0f2f8,33ad3a79ba1836d688d6eac129117445e0b169a10d4fdadd78bd3fa084eb9dd4,48c1d7173a1cdfc10ef88dc325119fc237f77bdc2a12b4f921c7575500088682,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,EWD,p07_calculator_python_errors,20260937,3,8405,256,256,256,,,,,,,92c1499a6eca914c19812fbbbc162ff81f0c9527b1c1f9fa0d1b0970d0739da4,dee671ef0271c3149edef0d2ad5c3404777028eca63747a8a8e9477b847bd2e3,db0db9baa2082b7a844ce69a6cd7da5c33a80a07f728233731e8050bb4e93af4,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,EWD,p10_crud_cpp_record,20260938,3,9264,256,256,256,,,,,,,a79207132d1db68eb661d4a2a82d879bbb43ee370bc8ed44f0c4fd62a635cba6,8c737c288921face8c2bd5b3ecfb95a9f71fb90b83b1e4ff74465cbe38b58267,dfa699edd9c018256762c739fcf19fbd2c33f9892eec32122f944d811e779357,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,EWD,p10_crud_java_user,20260939,3,10418,256,256,256,,,,,,,be7ed147395e2d67289588def2d7610f412e37d3372c4cc848e94353874d97dc,cc91c7acefb59006271e7d5c67bfdf957aa0e286ef5d19bb9ce757cc149aaa67,1796a838995064e7350de8f91b5c5a7509b3a23ad554ec0fa8bf0f7d2699ae32,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,EWD,p10_crud_python_errors,20260940,3,9245,256,256,256,,,,,,,627a62ddcf6bacde36ceeac2c5be9584b40da4c079c4e0bfaf1e4f1a08bcf2e2,81b7760864f68b04de90c66b032d658a6e67d9e616a9d967d1f4b88d47d01ae2,6cd3a9ed4e19b1b578e9553e93d01c5f535c9eebe968a10d5896f3597190d816,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,EWD,p07_calculator_cpp_tokens,20260941,4,6162,256,256,256,,,,,,,98bc86d9e70e7ca4ce5bae262aca867f887241c495d201edbb297e2f42979b27,1546956ff376d3bbdfe172f70c3412de4675203edbe86ea79eca0ee70de4570a,e61b9cb18865c35df56599d67fc9e857913ec5c1dc2c7f0ddf966db4331a20db,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,EWD,p07_calculator_java_token_type,20260942,4,7243,256,256,256,,,,,,,b5e869b13264b494ed747ec6ae960fcd23c8c63ae31e0dfa69e59c475db0f2f8,317e205151551a45a3dd3b5b2d599ffcd5c9a21a8fbd7750e6e304793709194d,1a414ebb6cc13974678d6e7768a0bfb4b7e32221d1e78c866ec953d11299c1f8,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,EWD,p07_calculator_python_errors,20260943,4,8405,256,256,256,,,,,,,92c1499a6eca914c19812fbbbc162ff81f0c9527b1c1f9fa0d1b0970d0739da4,98c984e0c0b78e5942dd63e69c351ba76b2a066e9106b3fa8b6300180f079765,cdf9d0363afd4f4433bf3618c3d4686cdcd8628b869d8a71581c42596879bb7f,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,EWD,p10_crud_cpp_record,20260944,4,9264,256,256,256,,,,,,,a79207132d1db68eb661d4a2a82d879bbb43ee370bc8ed44f0c4fd62a635cba6,dfa699edd9c018256762c739fcf19fbd2c33f9892eec32122f944d811e779357,dfa699edd9c018256762c739fcf19fbd2c33f9892eec32122f944d811e779357,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,EWD,p10_crud_java_user,20260945,4,10418,256,256,256,,,,,,,be7ed147395e2d67289588def2d7610f412e37d3372c4cc848e94353874d97dc,c069958ef9fdc1a3e437c72a22be6622e67210b602c49875dd3b133f134cf48d,c069958ef9fdc1a3e437c72a22be6622e67210b602c49875dd3b133f134cf48d,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,EWD,p10_crud_python_errors,20260946,4,9245,256,256,256,,,,,,,627a62ddcf6bacde36ceeac2c5be9584b40da4c079c4e0bfaf1e4f1a08bcf2e2,81b7760864f68b04de90c66b032d658a6e67d9e616a9d967d1f4b88d47d01ae2,03b066e4c95f5a607c4b397dab7225c13723979604ae864e144bde06dcd69b7a,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,SWEET,p07_calculator_cpp_tokens,20260917,0,6162,256,256,256,,,,,,,98bc86d9e70e7ca4ce5bae262aca867f887241c495d201edbb297e2f42979b27,ceed0194c3b4a12459f37c2726f5f3eaf6fa71c3f871a08c15a4701abe7e2311,28c877f80cd9c7581cc7097f0dbb1f13b1d6672a9afe080ae9e7bcaa62a5f6f8,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,SWEET,p07_calculator_java_token_type,20260918,0,7243,256,256,256,,,,,,,b5e869b13264b494ed747ec6ae960fcd23c8c63ae31e0dfa69e59c475db0f2f8,1743cf4547575fe7ce050fcb4d848489dde2bbaa09f29bf2956166dac1bb2622,f1f4fe4b25d227fc40ba83fb94ccc15326a460ae8253758c1a0a8c9fbf81f56a,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,SWEET,p07_calculator_python_errors,20260919,0,8405,256,256,256,,,,,,,92c1499a6eca914c19812fbbbc162ff81f0c9527b1c1f9fa0d1b0970d0739da4,f0da0529d2abfa806a988ffe206507eacb2f035614fd448eda8ab1e606c6e825,deaffe07f1cb667ccf307d0452aa106b742214b2701c38036b29714f194262c6,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
logits-bias,SWEET,p10_crud_cpp_record,20260920,0,9264,256,256,256,,,,,,,a79207132d1db68eb661d4a2a82d879bbb43ee370bc8ed44f0c4fd62a635cba6,dfa699edd9c018256762c739fcf19fbd2c33f9892eec32122f944d811e779357,73218816c6168f6a15128f8d0c9d8abeb5da94e09f29fb986aa8e12ae089dc94,Qwen/Qwen3-Coder-30B-A3B-Instruct,watermark_then_baseline
logits-bias,SWEET,p10_crud_java_user,20260921,0,10418,256,256,256,,,,,,,be7ed147395e2d67289588def2d7610f412e37d3372c4cc848e94353874d97dc,cc91c7acefb59006271e7d5c67bfdf957aa0e286ef5d19bb9ce757cc149aaa67,cc91c7acefb59006271e7d5c67bfdf957aa0e286ef5d19bb9ce757cc149aaa67,Qwen/Qwen3-Coder-30B-A3B-Instruct,baseline_then_watermark
