paradigm,method,dataset_or_workload,sample_or_seed,repeat,embedding_seconds,baseline_generation_seconds,watermarked_generation_seconds,paired_generation_delta_seconds,extraction_seconds,embedding_reference_tokens,extraction_reference_tokens,embedding_ms_per_1k_tokens,baseline_generation_ms_per_1k_tokens,watermarked_generation_ms_per_1k_tokens,paired_generation_delta_ms_per_1k_tokens,extraction_ms_per_1k_tokens
semantic-preserving,CodeMark,csn_js,test#2401,0,0.023014303297,,,,0.015298937447,322,293,71.472991605,,,,52.214803575
semantic-preserving,CodeMark,csn_js,test#2402,0,0.004209743813,,,,0.002498959191,31,32,135.798187506,,,,78.092474723
semantic-preserving,CodeMark,csn_js,test#2403,0,0.005930416286,,,,0.003447173163,54,51,109.822523815,,,,67.591630653
semantic-preserving,CodeMark,csn_js,test#2404,0,0.012686357833,,,,0.007847470231,172,152,73.757894380,,,,51.628093627
semantic-preserving,CodeMark,csn_js,test#2405,0,0.013254432008,,,,0.008327022195,166,145,79.845975950,,,,57.427739275
semantic-preserving,CodeMark,csn_js,test#2406,0,0.004703900777,,,,0.002568236552,35,31,134.397165052,,,,82.846340393
semantic-preserving,CodeMark,csn_js,test#2407,0,0.013739844784,,,,0.008714579977,192,180,71.561691584,,,,48.414333206
semantic-preserving,CodeMark,csn_js,test#2408,0,0.007049067877,,,,0.004290644079,80,75,88.113348465,,,,57.208587726
semantic-preserving,CodeMark,csn_js,test#2409,0,0.010791767389,,,,0.007380486466,158,153,68.302325244,,,,48.238473634
semantic-preserving,CodeMark,csn_js,test#2410,0,0.004537438974,,,,0.002666388638,37,33,122.633485778,,,,80.799655707
semantic-preserving,CodeMark,csn_js,test#2411,0,0.005081722513,,,,0.003438475542,48,54,105.869219018,,,,63.675472996
semantic-preserving,CodeMark,csn_js,test#2412,0,0.010097943246,,,,0.006441326812,134,117,75.357785421,,,,55.054075315
semantic-preserving,CodeMark,csn_js,test#2413,0,0.009155622683,,,,0.005852234550,111,101,82.483087238,,,,57.942916335
semantic-preserving,CodeMark,csn_js,test#2414,0,0.034280563705,,,,0.022153125145,515,463,66.564201368,,,,47.846922558
semantic-preserving,CodeMark,csn_js,test#2415,0,0.006026085466,,,,0.003688571043,69,56,87.334571973,,,,65.867340059
semantic-preserving,CodeMark,csn_js,test#2416,0,0.004511200823,,,,0.002882284112,43,44,104.911647044,,,,65.506457097
semantic-preserving,CodeMark,csn_js,test#2417,0,0.007878901437,,,,0.005025577731,93,87,84.719370290,,,,57.765261281
semantic-preserving,CodeMark,csn_js,test#2418,0,0.015218348242,,,,0.010776173323,206,192,73.875476905,,,,56.125902726
semantic-preserving,CodeMark,csn_js,test#2419,0,0.015045071021,,,,0.009593281895,190,179,79.184584320,,,,53.593753603
semantic-preserving,CodeMark,csn_js,test#2420,0,0.006374633871,,,,0.003630207852,67,56,95.143789120,,,,64.825140206
semantic-preserving,CodeMark,csn_js,test#2421,0,0.007569305599,,,,0.004655203782,100,93,75.693055987,,,,50.055954645
semantic-preserving,CodeMark,csn_js,test#2422,0,0.023511026055,,,,0.015585610643,351,326,66.982980213,,,,47.808621604
semantic-preserving,CodeMark,csn_js,test#2423,0,0.008588472381,,,,0.005361642689,99,90,86.752246275,,,,59.573807650
semantic-preserving,CodeMark,csn_js,test#2424,0,0.010103545152,,,,0.006274573505,116,111,87.099527169,,,,56.527689234
semantic-preserving,CodeMark,csn_js,test#2425,0,0.005925131030,,,,0.003659273498,67,55,88.434791498,,,,66.532245414
semantic-preserving,CodeMark,csn_js,test#2426,0,0.033017111011,,,,0.021179951727,533,463,61.945799270,,,,45.745036128
semantic-preserving,CodeMark,csn_js,test#2427,0,0.006659258157,,,,0.004127962515,60,68,110.987635950,,,,60.705331099
semantic-preserving,CodeMark,csn_js,test#2428,0,0.008187055588,,,,0.004860308021,82,93,99.842141314,,,,52.261376573
semantic-preserving,CodeMark,csn_js,test#2429,0,0.011503103189,,,,0.006864454597,122,115,94.287731059,,,,59.690909541
semantic-preserving,CodeMark,csn_js,test#2430,0,0.006642553024,,,,0.003861421719,55,52,120.773691345,,,,74.258109984
semantic-preserving,CodeMark,csn_js,test#2431,0,0.015565361828,,,,0.010866726749,182,195,85.523966086,,,,55.726803839
semantic-preserving,CodeMark,csn_js,test#2432,0,0.004703707062,,,,0.002606901340,34,39,138.344325344,,,,66.843624107
semantic-preserving,CodeMark,csn_js,test#2433,0,0.004795651883,,,,0.003078890033,41,46,116.967119095,,,,66.932392023
semantic-preserving,CodeMark,csn_js,test#2434,0,0.016480193473,,,,0.012326346710,207,222,79.614461224,,,,55.524084281
semantic-preserving,CodeMark,csn_js,test#2435,0,0.025398674421,,,,0.015690458938,320,288,79.370857566,,,,54.480760203
semantic-preserving,CodeMark,csn_js,test#2436,0,0.005941667594,,,,0.003496391699,59,56,100.706230407,,,,62.435566049
semantic-preserving,CodeMark,csn_js,test#2437,0,0.005278887227,,,,0.003181601875,52,60,101.517062061,,,,53.026697909
semantic-preserving,CodeMark,csn_js,test#2438,0,0.012247608975,,,,0.008122979663,132,139,92.784916474,,,,58.438702614
semantic-preserving,CodeMark,csn_js,test#2439,0,0.006697010249,,,,0.004884629510,76,83,88.118555907,,,,58.850957956
semantic-preserving,CodeMark,csn_js,test#2440,0,0.006546319462,,,,0.004351476207,64,69,102.286241599,,,,63.064872571
semantic-preserving,CodeMark,csn_js,test#2441,0,0.005288480781,,,,0.003017558716,41,45,128.987336122,,,,67.056860361
semantic-preserving,CodeMark,csn_js,test#2442,0,0.005100957118,,,,0.003105462529,37,42,137.863705891,,,,73.939584018
semantic-preserving,CodeMark,csn_js,test#2443,0,0.011533650570,,,,0.007260167040,123,117,93.769516826,,,,62.052709743
semantic-preserving,CodeMark,csn_js,test#2444,0,0.006202608347,,,,0.003494955599,61,58,101.682104048,,,,60.257855160
semantic-preserving,CodeMark,csn_js,test#2445,0,0.015833154321,,,,0.009889319539,197,179,80.371341730,,,,55.247595190
semantic-preserving,CodeMark,csn_js,test#2446,0,0.014712467790,,,,0.009009981528,171,155,86.037823331,,,,58.128913083
semantic-preserving,CodeMark,csn_js,test#2447,0,0.006714334711,,,,0.004438985139,78,74,86.081214249,,,,59.986285664
semantic-preserving,CodeMark,csn_js,test#2448,0,0.012983274646,,,,0.009545690380,145,173,89.539825146,,,,55.177401041
semantic-preserving,CodeMark,csn_js,test#2449,0,0.017102229409,,,,0.012330456637,179,199,95.543181055,,,,61.962093652
semantic-preserving,CodeMark,csn_js,test#2450,0,0.012799162418,,,,0.007719959132,129,139,99.218313315,,,,55.539274334
semantic-preserving,CodeMark,csn_js,test#2451,0,0.004399400204,,,,0.002640436403,38,37,115.773689590,,,,71.363146039
semantic-preserving,CodeMark,csn_js,test#2452,0,0.005884046666,,,,0.003472878598,53,56,111.019748421,,,,62.015689244
semantic-preserving,CodeMark,csn_js,test#2453,0,0.006425064988,,,,0.003948401660,60,61,107.084416474,,,,64.727896061
semantic-preserving,CodeMark,csn_js,test#2454,0,0.007189881057,,,,0.004088806920,67,67,107.311657560,,,,61.026968952
semantic-preserving,CodeMark,csn_js,test#2455,0,0.011278848164,,,,0.007414757274,138,147,81.730783796,,,,50.440525674
semantic-preserving,CodeMark,csn_js,test#2456,0,0.015928432345,,,,0.011920539662,223,226,71.427947737,,,,52.745750718
semantic-preserving,CodeMark,csn_js,test#2457,0,0.005215740763,,,,0.003058208153,37,38,140.965966558,,,,80.479161912
semantic-preserving,CodeMark,csn_js,test#2458,0,0.041264404543,,,,0.022923231125,792,715,52.101520887,,,,32.060463112
semantic-preserving,CodeMark,csn_js,test#2459,0,0.007020162418,,,,0.004175224341,75,67,93.602165580,,,,62.316781216
semantic-preserving,CodeMark,csn_js,test#2460,0,0.011384846643,,,,0.006844290532,138,113,82.498888715,,,,60.568942763
semantic-preserving,CodeMark,csn_js,test#2461,0,0.015722759068,,,,0.009659782052,180,156,87.348661489,,,,61.921679821
semantic-preserving,CodeMark,csn_js,test#2462,0,0.034179635346,,,,0.022447589785,502,456,68.086923000,,,,49.227170581
semantic-preserving,CodeMark,csn_js,test#2463,0,0.009407608770,,,,0.005955383182,107,104,87.921577288,,,,57.263299823
semantic-preserving,CodeMark,csn_js,test#2464,0,0.009182209149,,,,0.005825201981,107,104,85.815038776,,,,56.011557507
semantic-preserving,CodeMark,csn_js,test#2465,0,0.014463092200,,,,0.009468425997,186,177,77.758560218,,,,53.493932184
semantic-preserving,CodeMark,csn_js,test#2466,0,0.008867499419,,,,0.005798945203,118,119,75.148300157,,,,48.730631962
semantic-preserving,CodeMark,csn_js,test#2467,0,0.005072396249,,,,0.002933315933,43,41,117.962703455,,,,71.544291043
semantic-preserving,CodeMark,csn_js,test#2468,0,0.005199415609,,,,0.002916214056,43,44,120.916642075,,,,66.277592189
semantic-preserving,CodeMark,csn_js,test#2469,0,0.025954213925,,,,0.017291185446,324,318,80.105598533,,,,54.374797000
semantic-preserving,CodeMark,csn_js,test#2470,0,0.014526577666,,,,0.008302243426,154,141,94.328426405,,,,58.881159053
semantic-preserving,CodeMark,csn_js,test#2471,0,0.006657233462,,,,0.004457800649,63,66,105.670372409,,,,67.542434077
semantic-preserving,CodeMark,csn_js,test#2472,0,0.007211602293,,,,0.004543875344,88,89,81.950026056,,,,51.054779147
semantic-preserving,CodeMark,csn_js,test#2473,0,0.033215822652,,,,0.022989104502,444,468,74.810411378,,,,49.122018166
semantic-preserving,CodeMark,csn_js,test#2474,0,0.015152273700,,,,0.009790707380,188,171,80.597200530,,,,57.255598711
semantic-preserving,CodeMark,csn_js,test#2475,0,0.008959659375,,,,0.006415843032,93,101,96.340423390,,,,63.523198340
semantic-preserving,CodeMark,csn_js,test#2476,0,0.005098653957,,,,0.003380884416,45,48,113.303421272,,,,70.435092008
semantic-preserving,CodeMark,csn_js,test#2477,0,0.012493371032,,,,0.009274088778,139,147,89.880367138,,,,63.089039303
semantic-preserving,CodeMark,csn_js,test#2478,0,0.022543495521,,,,0.013259090483,293,256,76.940257751,,,,51.793322200
semantic-preserving,CodeMark,csn_js,test#2479,0,0.007855370641,,,,0.004820771515,93,84,84.466350976,,,,57.390137088
semantic-preserving,CodeMark,csn_js,test#2480,0,0.009639162570,,,,0.005684239790,93,92,103.646909357,,,,61.785215107
semantic-preserving,CodeMark,csn_js,test#2481,0,0.009505466558,,,,0.006038504653,97,96,97.994500598,,,,62.901090132
semantic-preserving,CodeMark,csn_js,test#2482,0,0.006604466587,,,,0.004390137270,75,77,88.059554497,,,,57.014769741
semantic-preserving,CodeMark,csn_js,test#2483,0,0.007317411713,,,,0.004169356078,82,80,89.236728211,,,,52.116950974
semantic-preserving,CodeMark,csn_js,test#2484,0,0.023428957909,,,,0.014638557099,333,308,70.357230959,,,,47.527782788
semantic-preserving,CodeMark,csn_js,test#2485,0,0.008441626094,,,,0.005495534278,105,101,80.396438993,,,,54.411230480
semantic-preserving,CodeMark,csn_js,test#2486,0,0.033075296320,,,,0.022277666256,448,455,73.828786429,,,,48.961903859
semantic-preserving,CodeMark,csn_js,test#2487,0,0.008505475707,,,,0.005280264653,91,95,93.466766015,,,,55.581733192
semantic-preserving,CodeMark,csn_js,test#2488,0,0.015490582213,,,,0.010785419494,208,223,74.473952946,,,,48.365109838
semantic-preserving,CodeMark,csn_js,test#2489,0,0.014337215573,,,,0.009733331390,198,206,72.410179660,,,,47.249181504
semantic-preserving,CodeMark,csn_js,test#2490,0,0.011813649908,,,,0.007261662744,146,141,80.915410327,,,,51.501154213
semantic-preserving,CodeMark,csn_js,test#2491,0,0.009879471734,,,,0.007179385051,121,132,81.648526729,,,,54.389280690
semantic-preserving,CodeMark,csn_js,test#2492,0,0.020967844874,,,,0.013165590353,282,258,74.354059836,,,,51.029419974
semantic-preserving,CodeMark,csn_js,test#2493,0,0.026685577817,,,,0.019126283936,338,356,78.951413661,,,,53.725516675
semantic-preserving,CodeMark,csn_js,test#2494,0,0.008603909984,,,,0.005481108092,92,89,93.520760698,,,,61.585484177
semantic-preserving,CodeMark,csn_js,test#2495,0,0.005043882877,,,,0.002866315655,42,39,120.092449444,,,,73.495273216
semantic-preserving,CodeMark,csn_js,test#2496,0,0.007450385951,,,,0.004000187851,67,65,111.199790306,,,,61.541351561
semantic-preserving,CodeMark,csn_js,test#2497,0,0.009088099003,,,,0.005791957490,90,101,100.978877809,,,,57.346113764
semantic-preserving,CodeMark,csn_js,test#2498,0,0.012694467790,,,,0.008107781410,176,160,72.127657900,,,,50.673633814
semantic-preserving,CodeMark,csn_js,test#2499,0,0.008116670884,,,,0.005876231007,117,117,69.373255420,,,,50.224196643
semantic-preserving,CodeMark,csn_js,test#2500,0,0.007161970250,,,,0.004026772454,63,60,113.682067465,,,,67.112874240
semantic-preserving,CodeMark,csn_js,test#2501,0,0.008458991535,,,,0.005057239905,94,83,89.989271649,,,,60.930601265
semantic-preserving,CodeMark,csn_js,test#2502,0,0.008092580363,,,,0.004887239076,93,80,87.016993152,,,,61.090488452
semantic-preserving,CodeMark,csn_js,test#2503,0,0.004855403677,,,,0.002702555619,41,40,118.424479918,,,,67.563890480
semantic-preserving,CodeMark,csn_js,test#2504,0,0.004075411707,,,,0.002544294111,33,33,123.497324459,,,,77.099821559
semantic-preserving,CodeMark,csn_js,test#2505,0,0.005750342272,,,,0.003385204822,57,57,100.883197758,,,,59.389558278
semantic-preserving,CodeMark,csn_js,test#2506,0,0.006612407044,,,,0.003751812503,62,56,106.651726509,,,,66.996651835
semantic-preserving,CodeMark,csn_js,test#2507,0,0.005592971109,,,,0.003291768022,48,51,116.520231434,,,,64.544471017
semantic-preserving,CodeMark,csn_js,test#2508,0,0.006800768897,,,,0.003866664134,61,57,111.488014704,,,,67.836212877
semantic-preserving,CodeMark,csn_js,test#2509,0,0.011845678091,,,,0.007110610604,137,123,86.464803584,,,,57.809842311
semantic-preserving,CodeMark,csn_js,test#2510,0,0.017673430033,,,,0.010480591096,204,179,86.634460946,,,,58.550788246
semantic-preserving,CodeMark,csn_js,test#2511,0,0.004895043559,,,,0.003136391751,43,49,113.838222311,,,,64.007994928
semantic-preserving,CodeMark,csn_js,test#2512,0,0.020874333568,,,,0.014903629199,307,286,67.994571882,,,,52.110591604
semantic-preserving,CodeMark,csn_js,test#2513,0,0.006809929386,,,,0.004444544204,86,72,79.185225416,,,,61.729780605
semantic-preserving,CodeMark,csn_js,test#2514,0,0.014482325874,,,,0.008635216393,197,169,73.514344539,,,,51.095954986
semantic-preserving,CodeMark,csn_js,test#2515,0,0.005631555803,,,,0.003213468939,53,58,106.255769870,,,,55.404636880
semantic-preserving,CodeMark,csn_js,test#2516,0,0.005242758431,,,,0.003005084582,48,47,109.224133970,,,,63.937969823
semantic-preserving,CodeMark,csn_js,test#2517,0,0.011940994300,,,,0.007246555761,145,135,82.351684827,,,,53.678190819
semantic-preserving,CodeMark,csn_js,test#2518,0,0.008103842847,,,,0.004869711585,94,91,86.211094118,,,,53.513314125
semantic-preserving,CodeMark,csn_js,test#2519,0,0.006544007920,,,,0.003981445916,64,64,102.250123746,,,,62.210092437
semantic-preserving,CodeMark,csn_js,test#2520,0,0.015502653085,,,,0.009777279571,181,174,85.650017043,,,,56.191261901
semantic-preserving,CodeMark,csn_js,test#2521,0,0.012711281888,,,,0.007228615694,118,118,107.722727866,,,,61.259455032
semantic-preserving,CodeMark,csn_js,test#2522,0,0.007223062217,,,,0.004539191723,53,65,136.284192778,,,,69.833718813
semantic-preserving,CodeMark,csn_js,test#2523,0,0.007047987543,,,,0.004325418733,65,69,108.430577585,,,,62.687228015
semantic-preserving,CodeMark,csn_js,test#2524,0,0.029093454592,,,,0.018156877719,363,333,80.147257829,,,,54.525158315
semantic-preserving,CodeMark,csn_js,test#2525,0,0.005834395066,,,,0.003552705981,55,55,106.079910289,,,,64.594654197
semantic-preserving,CodeMark,csn_js,test#2526,0,0.005918883719,,,,0.003795476630,66,61,89.680056342,,,,62.220928366
semantic-preserving,CodeMark,csn_js,test#2527,0,0.005731879734,,,,0.003759101965,48,59,119.414161115,,,,63.713592619
semantic-preserving,CodeMark,csn_js,test#2528,0,0.004869989119,,,,0.002527606674,32,37,152.187159983,,,,68.313693879
semantic-preserving,CodeMark,csn_js,test#2529,0,0.004109553061,,,,0.002302026376,29,26,141.708726256,,,,88.539476005
semantic-preserving,CodeMark,csn_js,test#2530,0,0.015703484416,,,,0.010169789195,218,197,72.034332184,,,,51.623295406
semantic-preserving,CodeMark,csn_js,test#2531,0,0.005989558063,,,,0.003903019242,77,79,77.786468356,,,,49.405306861
semantic-preserving,CodeMark,csn_js,test#2532,0,0.008235738613,,,,0.005450692959,91,102,90.502622118,,,,53.438166266
semantic-preserving,CodeMark,csn_js,test#2533,0,0.006222224794,,,,0.003673867323,58,52,107.279737833,,,,70.651294664
semantic-preserving,CodeMark,csn_js,test#2534,0,0.004763813689,,,,0.002931682393,46,39,103.561167160,,,,75.171343409
semantic-preserving,CodeMark,csn_js,test#2535,0,0.005913732573,,,,0.003662582487,52,58,113.725626411,,,,63.147973912
semantic-preserving,CodeMark,csn_js,test#2536,0,0.006527224556,,,,0.004014901817,60,65,108.787075927,,,,61.767720259
semantic-preserving,CodeMark,csn_js,test#2537,0,0.013925218955,,,,0.009170343168,263,286,52.947600588,,,,32.064136951
semantic-preserving,CodeMark,csn_js,test#2538,0,0.006412436254,,,,0.003978069872,48,53,133.592421965,,,,75.057922107
semantic-preserving,CodeMark,csn_js,test#2539,0,0.007383567281,,,,0.004888134077,70,81,105.479532587,,,,60.347334286
semantic-preserving,CodeMark,csn_js,test#2540,0,0.023814714514,,,,0.015970865265,297,281,80.184223952,,,,56.835819447
semantic-preserving,CodeMark,csn_js,test#2541,0,0.011136747897,,,,0.007142061368,125,112,89.093983173,,,,63.768405068
semantic-preserving,CodeMark,csn_js,test#2542,0,0.015589408576,,,,0.010911986232,191,197,81.619940191,,,,55.390793055
semantic-preserving,CodeMark,csn_js,test#2543,0,0.008278829046,,,,0.004871841520,88,83,94.077602791,,,,58.696885784
semantic-preserving,CodeMark,csn_js,test#2544,0,0.010064825416,,,,0.006442305632,132,122,76.248677391,,,,52.805783868
semantic-preserving,CodeMark,csn_js,test#2545,0,0.008571456186,,,,0.005317253992,122,114,70.257837594,,,,46.642578877
semantic-preserving,CodeMark,csn_js,test#2546,0,0.011563104577,,,,0.006763317622,128,109,90.336754511,,,,62.048785525
semantic-preserving,CodeMark,csn_js,test#2547,0,0.004781130701,,,,0.002804687247,47,48,101.726185134,,,,58.430984306
semantic-preserving,CodeMark,csn_js,test#2548,0,0.010411033407,,,,0.007220988162,119,142,87.487675688,,,,50.852029309
semantic-preserving,CodeMark,csn_js,test#2549,0,0.012459795922,,,,0.008908772841,158,185,78.859467861,,,,48.155528871
semantic-preserving,CodeMark,csn_js,test#2550,0,0.015037653036,,,,0.010096108541,233,198,64.539283418,,,,50.990447176
semantic-preserving,CodeMark,csn_js,test#2551,0,0.007065801881,,,,0.004210533574,66,68,107.057604261,,,,61.919611386
semantic-preserving,CodeMark,csn_js,test#2552,0,0.004605684429,,,,0.002379073761,30,26,153.522814314,,,,91.502836977
semantic-preserving,CodeMark,csn_js,test#2553,0,0.004744012840,,,,0.002755465917,41,41,115.707630246,,,,67.206485788
semantic-preserving,CodeMark,csn_js,test#2554,0,0.004439252429,,,,0.002576055005,43,38,103.238428575,,,,67.790921189
semantic-preserving,CodeMark,csn_js,test#2555,0,0.006349331699,,,,0.003853313625,69,64,92.019299990,,,,60.208025388
semantic-preserving,CodeMark,csn_js,test#2556,0,0.015919720754,,,,0.011288350448,226,210,70.441242274,,,,53.754049752
semantic-preserving,CodeMark,csn_js,test#2557,0,0.011535612866,,,,0.007608299144,144,147,80.108422683,,,,51.757137031
semantic-preserving,CodeMark,csn_js,test#2558,0,0.006518097594,,,,0.003977098502,78,75,83.565353774,,,,53.027980030
semantic-preserving,CodeMark,csn_js,test#2559,0,0.016821799800,,,,0.011170677841,247,205,68.104452631,,,,54.491111418
semantic-preserving,CodeMark,csn_js,test#2560,0,0.005210320465,,,,0.003373163752,46,46,113.267836201,,,,73.329646788
semantic-preserving,CodeMark,csn_js,test#2561,0,0.008693557233,,,,0.005384063348,95,90,91.511128764,,,,59.822926091
semantic-preserving,CodeMark,csn_js,test#2562,0,0.006486777216,,,,0.004029576667,68,67,95.393782591,,,,60.142935323
semantic-preserving,CodeMark,csn_js,test#2563,0,0.005527891219,,,,0.003161409870,55,50,100.507113067,,,,63.228197396
semantic-preserving,CodeMark,csn_js,test#2564,0,0.017734972760,,,,0.011457667686,237,214,74.831108692,,,,53.540503206
semantic-preserving,CodeMark,csn_js,test#2565,0,0.006619880907,,,,0.004614043981,81,88,81.726924781,,,,52.432317964
semantic-preserving,CodeMark,csn_js,test#2566,0,0.005101935007,,,,0.003178714775,42,44,121.474643016,,,,72.243517603
semantic-preserving,CodeMark,csn_js,test#2567,0,0.007344650105,,,,0.005251038820,74,75,99.252028441,,,,70.013850927
semantic-preserving,CodeMark,csn_js,test#2568,0,0.010887999088,,,,0.006988140754,130,127,83.753839135,,,,55.024730350
semantic-preserving,CodeMark,csn_js,test#2569,0,0.010285967961,,,,0.007098664530,101,103,101.841266940,,,,68.919073103
semantic-preserving,CodeMark,csn_js,test#2570,0,0.005005802028,,,,0.003113201819,47,48,106.506426125,,,,64.858371237
semantic-preserving,CodeMark,csn_js,test#2571,0,0.019231906161,,,,0.012711147778,235,256,81.837898556,,,,49.652921007
semantic-preserving,CodeMark,csn_js,test#2572,0,0.004212048836,,,,0.002379413694,31,37,135.872543098,,,,64.308478220
semantic-preserving,CodeMark,csn_js,test#2573,0,0.004521891475,,,,0.002669152804,40,40,113.047286868,,,,66.728820093
semantic-preserving,CodeMark,csn_js,test#2574,0,0.005798066035,,,,0.003157160245,60,54,96.634433915,,,,58.465930461
semantic-preserving,CodeMark,csn_js,test#2575,0,0.008219573647,,,,0.005121573806,84,97,97.852067224,,,,52.799729957
semantic-preserving,CodeMark,csn_js,test#2576,0,0.006891787052,,,,0.004465371370,72,75,95.719264613,,,,59.538284938
semantic-preserving,CodeMark,csn_js,test#2577,0,0.013994388282,,,,0.009765187278,151,171,92.678068095,,,,57.106358353
semantic-preserving,CodeMark,csn_js,test#2578,0,0.015723913908,,,,0.009631438181,185,185,84.994129232,,,,52.061828004
semantic-preserving,CodeMark,csn_js,test#2579,0,0.008733134717,,,,0.005316745490,97,81,90.032316668,,,,65.638833208
semantic-preserving,CodeMark,csn_js,test#2580,0,0.004704993218,,,,0.002736091614,42,44,112.023648052,,,,62.183900313
semantic-preserving,CodeMark,csn_js,test#2581,0,0.036199228838,,,,0.023511364125,495,457,73.129755228,,,,51.447186269
semantic-preserving,CodeMark,csn_js,test#2582,0,0.005416974425,,,,0.002987192012,53,47,102.207064629,,,,63.557276859
semantic-preserving,CodeMark,csn_js,test#2583,0,0.005203994922,,,,0.003173086792,47,47,110.723296220,,,,67.512484941
semantic-preserving,CodeMark,csn_js,test#2584,0,0.003588699736,,,,0.002280290239,23,21,156.030423291,,,,108.585249455
semantic-preserving,CodeMark,csn_js,test#2585,0,0.012376916595,,,,0.007077437826,130,123,95.207050729,,,,57.540144923
semantic-preserving,CodeMark,csn_js,test#2586,0,0.006665599532,,,,0.004455897957,59,64,112.976263261,,,,69.623405579
semantic-preserving,CodeMark,csn_js,test#2587,0,0.005938508548,,,,0.003573115915,59,53,100.652687252,,,,67.417281416
semantic-preserving,CodeMark,csn_js,test#2588,0,0.006324258633,,,,0.003877829760,61,61,103.676371032,,,,63.570979677
semantic-preserving,CodeMark,csn_js,test#2589,0,0.007486479357,,,,0.005056906492,75,85,99.819724758,,,,59.493017547
semantic-preserving,CodeMark,csn_js,test#2590,0,0.011781440116,,,,0.007442615926,148,134,79.604325111,,,,55.541909898
semantic-preserving,CodeMark,csn_js,test#2591,0,0.004884076305,,,,0.002841153182,54,44,90.445857495,,,,64.571663229
semantic-preserving,CodeMark,csn_js,test#2592,0,0.012791039422,,,,0.009111534804,153,157,83.601564851,,,,58.035253529
semantic-preserving,CodeMark,csn_js,test#2593,0,0.014765532687,,,,0.010703402571,154,164,95.880082385,,,,65.264649825
semantic-preserving,CodeMark,csn_js,test#2594,0,0.008861384355,,,,0.005333334208,98,96,90.422289332,,,,55.555564662
semantic-preserving,CodeMark,csn_js,test#2595,0,0.007046435960,,,,0.004500627518,65,75,108.406707071,,,,60.008366903
semantic-preserving,CodeMark,csn_js,test#2596,0,0.015392191708,,,,0.009418078698,180,161,85.512176156,,,,58.497383219
semantic-preserving,CodeMark,csn_js,test#2597,0,0.004063558765,,,,0.002096396871,29,28,140.122716026,,,,74.871316818
semantic-preserving,CodeMark,csn_js,test#2598,0,0.005612041801,,,,0.003218236379,39,41,143.898507723,,,,78.493570227
semantic-preserving,CodeMark,csn_js,test#2599,0,0.005493628792,,,,0.003765431233,45,56,122.080639833,,,,67.239843442
semantic-preserving,CodeMark,csn_js,test#2600,0,0.005118333735,,,,0.003456831910,38,52,134.692993015,,,,66.477536725
semantic-preserving,CodeMark,csn_js,test#2601,0,0.013793963008,,,,0.008500361815,191,170,72.219701611,,,,50.002128324
semantic-preserving,CodeMark,csn_js,test#2602,0,0.014054926112,,,,0.008631507866,216,195,65.069102372,,,,44.264142903
semantic-preserving,CodeMark,csn_js,test#2603,0,0.011663683690,,,,0.007116834633,175,157,66.649621086,,,,45.330156898
semantic-preserving,CodeMark,csn_js,test#2604,0,0.004695143551,,,,0.002600859851,44,39,106.707807969,,,,66.688714119
semantic-preserving,CodeMark,csn_js,test#2605,0,0.005277232267,,,,0.002822378650,38,41,138.874533341,,,,68.838503666
semantic-preserving,CodeMark,csn_js,test#2606,0,0.006323751993,,,,0.004278549924,73,72,86.626739637,,,,59.424304507
semantic-preserving,CodeMark,csn_js,test#2607,0,0.006620444357,,,,0.003803360276,77,88,85.979796849,,,,43.220003136
semantic-preserving,CodeMark,csn_js,test#2608,0,0.012970198877,,,,0.009472645819,162,179,80.062956032,,,,52.919809046
semantic-preserving,CodeMark,csn_js,test#2609,0,0.014532700181,,,,0.008580929600,176,157,82.572160119,,,,54.655602546
semantic-preserving,CodeMark,csn_js,test#2610,0,0.005391363986,,,,0.003289209679,43,54,125.380557810,,,,60.911290348
semantic-preserving,CodeMark,csn_js,test#2611,0,0.005948735401,,,,0.003490617499,66,69,90.132354561,,,,50.588659402
semantic-preserving,CodeMark,csn_js,test#2612,0,0.004823449068,,,,0.002586605959,45,44,107.187757062,,,,58.786499060
semantic-preserving,CodeMark,csn_js,test#2613,0,0.028752846643,,,,0.017945099622,449,411,64.037520364,,,,43.662042876
semantic-preserving,CodeMark,csn_js,test#2614,0,0.013447495177,,,,0.008077669889,179,160,75.125671382,,,,50.485436805
semantic-preserving,CodeMark,csn_js,test#2615,0,0.013803463429,,,,0.008270731196,190,173,72.649807522,,,,47.807694773
semantic-preserving,CodeMark,csn_js,test#2616,0,0.005711909384,,,,0.003225744702,45,42,126.931319634,,,,76.803445284
semantic-preserving,CodeMark,csn_js,test#2617,0,0.004616493359,,,,0.002897283994,41,41,112.597399005,,,,70.665463260
semantic-preserving,CodeMark,csn_js,test#2618,0,0.004638963379,,,,0.002678289078,38,34,122.077983657,,,,78.773208182
semantic-preserving,CodeMark,csn_js,test#2619,0,0.004645079374,,,,0.003487362526,38,43,122.238930903,,,,81.101454101
semantic-preserving,CodeMark,csn_js,test#2620,0,0.005035701208,,,,0.002875015140,48,47,104.910441830,,,,61.170534885
semantic-preserving,CodeMark,csn_js,test#2621,0,0.005457624793,,,,0.003325846978,50,54,109.152495861,,,,61.589758843
semantic-preserving,CodeMark,csn_js,test#2622,0,0.021513275802,,,,0.013320184313,273,256,78.803208066,,,,52.031969972
