paradigm,method,dataset_or_workload,sample_or_seed,repeat,embedding_seconds,baseline_generation_seconds,watermarked_generation_seconds,paired_generation_delta_seconds,extraction_seconds,embedding_reference_tokens,extraction_reference_tokens,embedding_ms_per_1k_tokens,baseline_generation_ms_per_1k_tokens,watermarked_generation_ms_per_1k_tokens,paired_generation_delta_ms_per_1k_tokens,extraction_ms_per_1k_tokens
logits-bias,WLLM,p07_calculator_cpp_tokens,20260917,0,2.400281780399,19.311939720996,21.712221501395,2.400281780399,0.793414711021,256,256,9376.100704685,75437.264535140,84813.365239825,9376.100704685,3099.276214925
logits-bias,WLLM,p07_calculator_java_token_type,20260918,0,1.829697464593,19.522709557787,21.352407022379,1.829697464593,0.854537710547,256,256,7147.255721065,76260.584210104,83407.839931169,7147.255721065,3338.037931826
logits-bias,WLLM,p07_calculator_python_errors,20260919,0,1.697837949730,19.530536388978,21.228374338709,1.697837949730,0.878007231280,256,256,6632.179491135,76291.157769447,82923.337260581,6632.179491135,3429.715747188
logits-bias,WLLM,p10_crud_cpp_record,20260920,0,1.998158553615,19.377805997618,21.375964551233,1.998158553615,0.900701380335,256,256,7805.306850059,75694.554678194,83499.861528253,7805.306850059,3518.364766933
logits-bias,WLLM,p10_crud_java_user,20260921,0,1.769738773815,19.653885583393,21.423624357209,1.769738773815,0.921423214488,256,256,6913.042085216,76772.990560130,83686.032645346,6913.042085216,3599.309431593
logits-bias,WLLM,p10_crud_python_errors,20260922,0,1.466354567558,20.091046548449,21.557401116006,1.466354567558,0.857687588781,256,256,5727.947529522,78480.650579877,84208.598109399,5727.947529522,3350.342143676
logits-bias,WLLM,p07_calculator_cpp_tokens,20260923,1,1.755223690532,19.428853465244,21.184077155776,1.755223690532,0.897153503262,256,256,6856.342541141,75893.958848610,82750.301389751,6856.342541141,3504.505872115
logits-bias,WLLM,p07_calculator_java_token_type,20260924,1,2.029806958511,19.859859252349,21.889666210860,2.029806958511,0.853121856228,256,256,7928.933431685,77577.575204486,85506.508636172,7928.933431685,3332.507250889
logits-bias,WLLM,p07_calculator_python_errors,20260925,1,2.001131507568,19.560619553551,21.561751061119,2.001131507568,0.858387074433,256,257,7816.919951438,76408.670131059,84225.590082497,7816.919951438,3340.027526978
logits-bias,WLLM,p10_crud_cpp_record,20260926,1,3.285311022773,19.656719462946,22.942030485719,3.285311022773,0.997088039294,256,256,12833.246182709,76784.060402133,89617.306584842,12833.246182709,3894.875153492
logits-bias,WLLM,p10_crud_java_user,20260927,1,1.667550983839,19.721602897160,21.389153880998,1.667550983839,0.898363947868,256,256,6513.871030620,77037.511317030,83551.382347650,6513.871030620,3509.234171361
logits-bias,WLLM,p10_crud_python_errors,20260928,1,1.985039934516,19.227125738747,21.212165673263,1.985039934516,0.994655095041,256,256,7754.062244203,75105.959916982,82860.022161185,7754.062244203,3885.371465003
logits-bias,WLLM,p07_calculator_cpp_tokens,20260929,2,1.185699813999,19.856311631389,21.042011445388,1.185699813999,0.961939352565,256,256,4631.639898435,77563.717310113,82195.357208548,4631.639898435,3757.575595955
logits-bias,WLLM,p07_calculator_java_token_type,20260930,2,2.532599599101,19.433447383344,21.966046982445,2.532599599101,0.949024814181,256,256,9892.967183987,75911.903841188,85804.871025175,9892.967183987,3707.128180395
logits-bias,WLLM,p07_calculator_python_errors,20260931,2,2.272948449478,19.635933975689,21.908882425167,2.272948449478,1.064247947186,256,257,8878.704880772,76702.867092536,85581.571973307,8878.704880772,4141.042596055
logits-bias,WLLM,p10_crud_cpp_record,20260932,2,2.619101708755,19.261086754501,21.880188463256,2.619101708755,0.856350900605,256,256,10230.866049824,75238.620134769,85469.486184593,10230.866049824,3345.120705490
logits-bias,WLLM,p10_crud_java_user,20260933,2,2.075882246718,19.957565819845,22.033448066562,2.075882246718,0.951769403182,256,256,8108.915026241,77959.241483768,86068.156510009,8108.915026241,3717.849231180
logits-bias,WLLM,p10_crud_python_errors,20260934,2,2.473671180196,19.535162447952,22.008833628148,2.473671180196,0.848399829119,256,256,9662.778047641,76309.228312311,85972.006359953,9662.778047641,3314.061832498
logits-bias,WLLM,p07_calculator_cpp_tokens,20260935,3,1.967038880102,18.969379994087,20.936418874189,1.967038880102,0.789217169397,256,256,7683.745625400,74099.140601902,81782.886227302,7683.745625400,3082.879567955
logits-bias,WLLM,p07_calculator_java_token_type,20260936,3,3.981155145913,19.547146492638,23.528301638551,3.981155145913,0.913811101578,256,256,15551.387288724,76356.040986866,91907.428275590,15551.387288724,3569.574615540
logits-bias,WLLM,p07_calculator_python_errors,20260937,3,1.783831695095,19.525969636627,21.309801331721,1.783831695095,0.870190160349,256,256,6968.092558964,76273.318893072,83241.411452036,6968.092558964,3399.180313863
logits-bias,WLLM,p10_crud_cpp_record,20260938,3,1.584043271840,19.558740407228,21.142783679068,1.584043271840,0.789931824431,256,256,6187.669030624,76401.329715736,82588.998746360,6187.669030624,3085.671189183
logits-bias,WLLM,p10_crud_java_user,20260939,3,1.808631953783,19.817689547315,21.626321501099,1.808631953783,0.930172412656,256,256,7064.968569466,77412.849794200,84477.818363666,7064.968569466,3633.485986938
logits-bias,WLLM,p10_crud_python_errors,20260940,3,1.940489921719,18.956865933724,20.897355855443,1.940489921719,0.860247616656,256,256,7580.038756714,74050.257553608,81630.296310323,7580.038756714,3360.342252563
logits-bias,WLLM,p07_calculator_cpp_tokens,20260941,4,1.800562689081,19.169896708801,20.970459397882,1.800562689081,0.850856103934,256,256,7033.448004222,74882.409018755,81915.857022977,7033.448004222,3323.656655994
logits-bias,WLLM,p07_calculator_java_token_type,20260942,4,1.848764370196,19.157213024795,21.005977394991,1.848764370196,0.912643644959,256,256,7221.735821076,74832.863378106,82054.599199182,7221.735821076,3565.014238120
logits-bias,WLLM,p07_calculator_python_errors,20260943,4,1.992970890366,19.335675290786,21.328646181151,1.992970890366,0.844138800167,256,256,7785.042540490,75529.981604632,83315.024145122,7785.042540490,3297.417188151
logits-bias,WLLM,p10_crud_cpp_record,20260944,4,1.812687926926,19.555455888622,21.368143815547,1.812687926926,0.904739239253,256,256,7080.812214554,76388.499564928,83469.311779481,7080.812214554,3534.137653332
logits-bias,WLLM,p10_crud_java_user,20260945,4,1.890203760006,19.718795333989,21.608999093994,1.890203760006,0.863520091400,256,256,7383.608437522,77026.544273394,84410.152710916,7383.608437522,3373.125357029
logits-bias,WLLM,p10_crud_python_errors,20260946,4,1.974540199153,19.397420352325,21.371960551478,1.974540199153,0.853809677996,256,256,7713.047652942,75771.173251269,83484.220904211,7713.047652942,3335.194054671
logits-bias,EWD,p07_calculator_cpp_tokens,20260917,0,0.347772206180,19.773632465862,20.121404672042,0.347772206180,0.384112195112,256,256,1358.485180390,77240.751819772,78599.237000162,1358.485180390,1500.438262156
logits-bias,EWD,p07_calculator_java_token_type,20260918,0,-0.061386600137,19.551891957410,19.490505357273,-0.061386600137,0.363685505465,256,256,-239.791406784,76374.577958632,76134.786551847,-239.791406784,1420.646505721
logits-bias,EWD,p07_calculator_python_errors,20260919,0,-0.057495144196,19.680214174092,19.622719029896,-0.057495144196,0.373495930806,256,256,-224.590407015,76875.836617546,76651.246210531,-224.590407015,1458.968479710
logits-bias,EWD,p10_crud_cpp_record,20260920,0,0.174838612787,19.364927735180,19.539766347967,0.174838612787,0.374567081220,256,256,682.963331201,75644.248965546,76327.212296746,682.963331201,1463.152661017
logits-bias,EWD,p10_crud_java_user,20260921,0,-0.028013774194,19.734187770635,19.706173996441,-0.028013774194,0.362854012288,256,256,-109.428805445,77086.670979043,76977.242173598,-109.428805445,1417.398485501
logits-bias,EWD,p10_crud_python_errors,20260922,0,0.145924798213,19.520159579813,19.666084378026,0.145924798213,0.356611699797,256,256,570.018743019,76250.623358646,76820.642101666,570.018743019,1393.014452333
logits-bias,EWD,p07_calculator_cpp_tokens,20260923,1,0.254329751246,19.343601815403,19.597931566648,0.254329751246,0.352279871702,256,256,993.475590803,75560.944591416,76554.420182219,993.475590803,1376.093248837
logits-bias,EWD,p07_calculator_java_token_type,20260924,1,0.146477615461,19.448012328707,19.594489944167,0.146477615461,0.360071826726,256,256,572.178185394,75968.798159010,76540.976344404,572.178185394,1406.530573149
logits-bias,EWD,p07_calculator_python_errors,20260925,1,0.188612134196,19.648722300306,19.837334434502,0.188612134196,0.371458227746,256,255,736.766149203,76752.821485570,77489.587634773,736.766149203,1456.698932338
logits-bias,EWD,p10_crud_cpp_record,20260926,1,-0.316407769918,20.780389834195,20.463982064277,-0.316407769918,0.349833501503,256,256,-1235.967851244,81173.397789826,79937.429938582,-1235.967851244,1366.537115246
logits-bias,EWD,p10_crud_java_user,20260927,1,0.108240075409,19.618184605613,19.726424681023,0.108240075409,0.371483414434,256,256,422.812794568,76633.533615677,77056.346410245,422.812794568,1451.107087632
logits-bias,EWD,p10_crud_python_errors,20260928,1,0.106784352101,19.201744563878,19.308528915979,0.106784352101,0.339529147372,256,256,417.126375396,75006.814702647,75423.941078043,417.126375396,1326.285731921
logits-bias,EWD,p07_calculator_cpp_tokens,20260929,2,0.092888046987,18.885574668646,18.978462715633,0.092888046987,0.373594393954,256,256,362.843933544,73771.776049398,74134.619982942,362.843933544,1459.353101382
logits-bias,EWD,p07_calculator_java_token_type,20260930,2,0.443264447153,19.195082981139,19.638347428292,0.443264447153,0.364035920240,256,256,1731.501746690,74980.792895076,76712.294641766,1731.501746690,1422.015313437
logits-bias,EWD,p07_calculator_python_errors,20260931,2,0.198474701494,19.206173636019,19.404648337513,0.198474701494,0.351975585334,256,256,775.291802711,75024.115765700,75799.407568411,775.291802711,1374.904630211
logits-bias,EWD,p10_crud_cpp_record,20260932,2,0.302296008915,19.463610494509,19.765906503424,0.302296008915,0.384265090339,256,256,1180.843784823,76029.728494177,77210.572279000,1180.843784823,1501.035509136
logits-bias,EWD,p10_crud_java_user,20260933,2,0.112733452581,19.823206838220,19.935940290801,0.112733452581,0.365105506964,256,256,440.365049144,77434.401711798,77874.766760942,440.365049144,1426.193386578
logits-bias,EWD,p10_crud_python_errors,20260934,2,0.167592427693,19.587446664460,19.755039092153,0.167592427693,0.359059567563,256,256,654.657920677,76513.463533047,77168.121453724,654.657920677,1402.576435794
logits-bias,EWD,p07_calculator_cpp_tokens,20260935,3,0.051557743922,19.007001707330,19.058559451252,0.051557743922,0.346812052652,256,256,201.397437195,74246.100419259,74447.497856454,201.397437195,1354.734580673
logits-bias,EWD,p07_calculator_java_token_type,20260936,3,0.109452964738,19.480223814957,19.589676779695,0.109452964738,0.364896222018,256,256,427.550643508,76094.624277175,76522.174920683,427.550643508,1425.375867257
logits-bias,EWD,p07_calculator_python_errors,20260937,3,0.932432683185,19.597136927769,20.529569610953,0.932432683185,0.339498667978,256,256,3642.315168690,76551.316124096,80193.631292786,3642.315168690,1326.166671788
logits-bias,EWD,p10_crud_cpp_record,20260938,3,0.094126417302,19.126377282664,19.220503699966,0.094126417302,0.362777013332,256,256,367.681317584,74712.411260407,75080.092577991,367.681317584,1417.097708327
logits-bias,EWD,p10_crud_java_user,20260939,3,0.137828614563,19.488684978336,19.626513592899,0.137828614563,0.358295654878,256,256,538.393025636,76127.675696625,76666.068722261,538.393025636,1399.592401867
logits-bias,EWD,p10_crud_python_errors,20260940,3,0.063102980144,18.943517343141,19.006620323285,0.063102980144,0.342985114083,256,256,246.496016189,73998.114621645,74244.610637834,246.496016189,1339.785601886
logits-bias,EWD,p07_calculator_cpp_tokens,20260941,4,0.018291219138,19.202348840423,19.220640059561,0.018291219138,0.368741426617,256,256,71.450074756,75009.175157902,75080.625232658,71.450074756,1440.396197722
logits-bias,EWD,p07_calculator_java_token_type,20260942,4,-0.011844542809,19.339944452047,19.328099909239,-0.011844542809,0.351873373613,256,256,-46.267745347,75546.658015810,75500.390270463,-46.267745347,1374.505365675
logits-bias,EWD,p07_calculator_python_errors,20260943,4,0.045321407728,19.508390007541,19.553711415268,0.045321407728,0.348015518859,256,256,177.036748937,76204.648466955,76381.685215893,177.036748937,1359.435620543
logits-bias,EWD,p10_crud_cpp_record,20260944,4,0.054189902730,19.637991898693,19.692181801423,0.054189902730,0.363443447277,256,256,211.679307540,76710.905854270,76922.585161810,211.679307540,1419.700965926
logits-bias,EWD,p10_crud_java_user,20260945,4,0.193160490133,19.617777158506,19.810937648639,0.193160490133,0.362388200127,256,256,754.533164582,76631.942025415,77386.475189996,754.533164582,1415.578906744
logits-bias,EWD,p10_crud_python_errors,20260946,4,0.060243809596,19.429749118164,19.489992927760,0.060243809596,0.339356185868,256,256,235.327381233,75897.457492829,76132.784874062,235.327381233,1325.610101048
logits-bias,SWEET,p07_calculator_cpp_tokens,20260917,0,1.932454682887,19.820446473546,21.752901156433,1.932454682887,1.152149748988,256,256,7548.651105026,77423.619037290,84972.270142316,7548.651105026,4500.584956986
logits-bias,SWEET,p07_calculator_java_token_type,20260918,0,2.076436652802,19.599741356447,21.676178009249,2.076436652802,1.169838835485,256,256,8111.080675008,76561.489673622,84672.570348630,8111.080675008,4569.682951114
logits-bias,SWEET,p07_calculator_python_errors,20260919,0,1.948278643191,19.522896667942,21.471175311133,1.948278643191,1.112240324728,256,256,7610.463449964,76261.315109150,83871.778559114,7610.463449964,4344.688768469
logits-bias,SWEET,p10_crud_cpp_record,20260920,0,2.333184679039,19.432912247255,21.766096926294,2.333184679039,1.215800493024,256,256,9114.002652495,75909.813465842,85023.816118337,9114.002652495,4749.220675876
logits-bias,SWEET,p10_crud_java_user,20260921,0,2.074195666239,19.519142153673,21.593337819912,2.074195666239,1.156728713773,256,256,8102.326821245,76246.649037785,84348.975859029,8102.326821245,4518.471538177
logits-bias,SWEET,p10_crud_python_errors,20260922,0,2.256874750368,19.494792826474,21.751667576842,2.256874750368,1.141352015547,256,256,8815.916993626,76151.534478413,84967.451472039,8815.916993626,4458.406310732
logits-bias,SWEET,p07_calculator_cpp_tokens,20260923,1,1.912604429759,19.851986098103,21.764590527862,1.912604429759,1.061511841603,256,256,7471.111053746,77546.820695716,85017.931749462,7471.111053746,4146.530631260
logits-bias,SWEET,p07_calculator_java_token_type,20260924,1,2.837620548904,19.451629485935,22.289250034839,2.837620548904,1.127657102421,256,256,11084.455269156,75982.927679433,87067.382948590,11084.455269156,4404.910556332
logits-bias,SWEET,p07_calculator_python_errors,20260925,1,1.363742099144,19.716354895383,21.080096994527,1.363742099144,1.532370364293,256,256,5327.117574780,77017.011310090,82344.128884870,5327.117574780,5985.821735521
logits-bias,SWEET,p10_crud_cpp_record,20260926,1,1.863851016387,19.442499020137,21.306350036524,1.863851016387,1.118765576743,256,256,7280.668032763,75947.261797410,83227.929830173,7280.668032763,4370.178034151
logits-bias,SWEET,p10_crud_java_user,20260927,1,2.110994087532,19.332533612847,21.443527700379,2.110994087532,1.218679128215,256,256,8246.070654423,75517.709425185,83763.780079607,8246.070654423,4760.465344589
logits-bias,SWEET,p10_crud_python_errors,20260928,1,1.834996993653,19.240657951683,21.075654945336,1.834996993653,1.203616254963,256,256,7167.957006459,75158.820123761,82326.777130220,7167.957006459,4701.625995949
logits-bias,SWEET,p07_calculator_cpp_tokens,20260929,2,1.548913799226,19.428002102301,20.976915901527,1.548913799226,1.283494417556,256,256,6050.444528228,75890.633212111,81941.077740339,6050.444528228,5013.650068577
logits-bias,SWEET,p07_calculator_java_token_type,20260930,2,1.658187062480,19.291125358082,20.949312420562,1.658187062480,1.108069071546,256,256,6477.293212811,75355.958430009,81833.251642820,6477.293212811,4328.394810727
logits-bias,SWEET,p07_calculator_python_errors,20260931,2,2.284838297404,19.407754796557,21.692593093961,2.284838297404,1.087458386086,256,256,8925.149599236,75811.542174051,84736.691773287,8925.149599236,4247.884320648
logits-bias,SWEET,p10_crud_cpp_record,20260932,2,1.445473221131,19.689020100981,21.134493322112,1.445473221131,1.187335153110,256,256,5646.379770042,76910.234769457,82556.614539499,5646.379770042,4638.027941837
logits-bias,SWEET,p10_crud_java_user,20260933,2,1.737371193245,19.822082121857,21.559453315102,1.737371193245,1.213430496864,256,256,6786.606223613,77430.008288502,84216.614512115,6786.606223613,4739.962878375
logits-bias,SWEET,p10_crud_python_errors,20260934,2,2.324999539182,19.311875746585,21.636875285767,2.324999539182,1.039671074599,256,256,9082.029449928,75437.014635099,84519.044085027,9082.029449928,4061.215135152
logits-bias,SWEET,p07_calculator_cpp_tokens,20260935,3,1.848020523787,19.553801391274,21.401821915060,1.848020523787,1.081577749923,256,256,7218.830171041,76382.036684663,83600.866855704,7218.830171041,4224.913085636
logits-bias,SWEET,p07_calculator_java_token_type,20260936,3,1.909100859426,19.275743027218,21.184843886644,1.909100859426,1.284530487843,256,256,7457.425232133,75295.871200069,82753.296432202,7457.425232133,5017.697218136
logits-bias,SWEET,p07_calculator_python_errors,20260937,3,1.869693991728,19.563417527825,21.433111519553,1.869693991728,1.115776984021,256,256,7303.492155188,76419.599718065,83723.091873253,7303.492155188,4358.503843832
logits-bias,SWEET,p10_crud_cpp_record,20260938,3,1.949161450379,19.181541151367,21.130702601746,1.949161450379,1.162097061984,256,256,7613.911915541,74927.895122528,82541.807038069,7613.911915541,4539.441648376
logits-bias,SWEET,p10_crud_java_user,20260939,3,1.365613982081,20.059992059134,21.425606041215,1.365613982081,1.278779470362,256,256,5334.429617506,78359.343980992,83693.773598498,5334.429617506,4995.232306101
logits-bias,SWEET,p10_crud_python_errors,20260940,3,1.775757740252,19.087962451391,20.863720191643,1.775757740252,1.128793107346,256,256,6936.553672858,74562.353325746,81498.906998604,6936.553672858,4409.348075569
logits-bias,SWEET,p07_calculator_cpp_tokens,20260941,4,1.868437241763,19.210012922063,21.078450163826,1.868437241763,1.133242541924,256,256,7298.582975636,75039.112976810,82337.695952447,7298.582975636,4426.728679391
logits-bias,SWEET,p07_calculator_java_token_type,20260942,4,2.006444668397,19.123832399026,21.130277067423,2.006444668397,1.125018930063,256,256,7837.674485927,74702.470308694,82540.144794621,7837.674485927,4394.605195557
logits-bias,SWEET,p07_calculator_python_errors,20260943,4,1.822926078923,19.550180123188,21.373106202111,1.822926078923,1.131914327852,256,256,7120.804995793,76367.891106202,83488.696101995,7120.804995793,4421.540343174
logits-bias,SWEET,p10_crud_cpp_record,20260944,4,1.812292270362,19.589555406943,21.401847677305,1.812292270362,1.169476299547,256,256,7079.266681103,76521.700808371,83600.967489474,7079.266681103,4568.266795104
logits-bias,SWEET,p10_crud_java_user,20260945,4,1.779051178135,19.876050249673,21.655101427808,1.779051178135,1.119660329074,256,256,6949.418664590,77640.821287787,84590.239952377,6949.418664590,4373.673160444
logits-bias,SWEET,p10_crud_python_errors,20260946,4,1.858824974857,19.357511052862,21.216336027719,1.858824974857,1.084046952426,256,256,7261.035058036,75615.277550241,82876.312608278,7261.035058036,4234.558407916
logits-bias,STONE,p07_calculator_cpp_tokens,20260917,0,0.532150049694,19.300738993101,19.832889042795,0.532150049694,0.062348979525,256,256,2078.711131617,75393.511691800,77472.222823417,2078.711131617,243.550701271
logits-bias,STONE,p07_calculator_java_token_type,20260918,0,0.265100122429,19.759917546995,20.025017669424,0.265100122429,0.061876002699,256,256,1035.547353240,77187.177917949,78222.725271189,1035.547353240,241.703135544
logits-bias,STONE,p07_calculator_python_errors,20260919,0,0.012077323161,19.733735285699,19.745812608860,0.012077323161,0.062169921584,256,256,47.177043598,77084.903459763,77132.080503361,47.177043598,242.851256189
logits-bias,STONE,p10_crud_cpp_record,20260920,0,0.124602805823,19.465966462158,19.590569267981,0.124602805823,0.063685046509,256,256,486.729710246,76038.931492803,76525.661203050,486.729710246,248.769712925
logits-bias,STONE,p10_crud_java_user,20260921,0,0.266204214655,19.355404856615,19.621609071270,0.266204214655,0.061368343420,256,256,1039.860213496,75607.050221151,76646.910434647,1039.860213496,239.720091486
logits-bias,STONE,p10_crud_python_errors,20260922,0,0.071272123605,19.660791439004,19.732063562609,0.071272123605,0.062391366810,256,256,278.406732832,76799.966558610,77078.373291442,278.406732832,243.716276600
logits-bias,STONE,p07_calculator_cpp_tokens,20260923,1,0.050211357884,20.019791577011,20.070002934895,0.050211357884,0.062550609931,256,256,196.138116735,78202.310847701,78398.448964435,196.138116735,244.338320044
logits-bias,STONE,p07_calculator_java_token_type,20260924,1,0.102066181600,19.372334743850,19.474400925450,0.102066181600,0.061652908102,256,256,398.696021875,75673.182593164,76071.878615039,398.696021875,240.831672272
logits-bias,STONE,p07_calculator_python_errors,20260925,1,0.131280473433,19.283758934587,19.415039408021,0.131280473433,0.060913871042,256,255,512.814349349,75327.183338231,75839.997687581,512.814349349,238.877925657
logits-bias,STONE,p10_crud_cpp_record,20260926,1,0.096856474876,19.342674666084,19.439531140961,0.096856474876,0.061214428395,256,256,378.345604986,75557.322914392,75935.668519378,378.345604986,239.118860918
logits-bias,STONE,p10_crud_java_user,20260927,1,-0.167285499163,20.025438723154,19.858153223991,-0.167285499163,0.061079774052,256,256,-653.458981105,78224.370012322,77570.911031216,-653.458981105,238.592867390
logits-bias,STONE,p10_crud_python_errors,20260928,1,0.080362697132,19.252228445373,19.332591142505,0.080362697132,0.060425777920,256,256,313.916785672,75204.017364740,75517.934150412,313.916785672,236.038194998
logits-bias,STONE,p07_calculator_cpp_tokens,20260929,2,0.102275360376,18.846442725509,18.948718085885,0.102275360376,0.062622765079,256,256,399.513126467,73618.916896521,74018.430022988,399.513126467,244.620176090
logits-bias,STONE,p07_calculator_java_token_type,20260930,2,-0.188983017579,19.627009032294,19.438026014715,-0.188983017579,0.061873373576,256,256,-738.214912417,76668.004032399,75929.789119982,-738.214912417,241.692865529
logits-bias,STONE,p07_calculator_python_errors,20260931,2,-0.200121674687,19.845579663292,19.645457988605,-0.200121674687,0.062502745539,256,256,-781.725291745,77521.795559733,76740.070267988,-781.725291745,244.151349762
logits-bias,STONE,p10_crud_cpp_record,20260932,2,0.033449892886,19.809458274394,19.842908167280,0.033449892886,0.061945217662,256,256,130.663644086,77380.696384353,77511.360028439,130.663644086,241.973506490
logits-bias,STONE,p10_crud_java_user,20260933,2,0.110854066908,19.829394411296,19.940248478204,0.110854066908,0.062006799504,256,256,433.023698861,77458.571919124,77891.595617984,433.023698861,242.214060563
logits-bias,STONE,p10_crud_python_errors,20260934,2,0.045164604671,19.625923058018,19.671087662689,0.045164604671,0.061516257003,256,256,176.424236997,76663.761945383,76840.186182380,176.424236997,240.297878918
logits-bias,STONE,p07_calculator_cpp_tokens,20260935,3,0.175406217575,19.563520629890,19.738926847465,0.175406217575,0.063553257845,256,256,685.180537403,76420.002460509,77105.182997911,685.180537403,248.254913458
logits-bias,STONE,p07_calculator_java_token_type,20260936,3,0.075363002717,19.379458526149,19.454821528867,0.075363002717,0.061255774461,256,256,294.386729365,75701.009867771,75995.396597136,294.386729365,239.280368987
logits-bias,STONE,p07_calculator_python_errors,20260937,3,-0.024412546307,19.407827683724,19.383415137418,-0.024412546307,0.061218024231,256,256,-95.361509011,75811.826889549,75716.465380538,-95.361509011,239.132907154
logits-bias,STONE,p10_crud_cpp_record,20260938,3,0.030242641456,19.118278095499,19.148520736955,0.030242641456,0.061443433166,256,256,118.135318189,74680.773810542,74798.909128731,118.135318189,240.013410803
logits-bias,STONE,p10_crud_java_user,20260939,3,0.150164606981,19.662817341276,19.812981948256,0.150164606981,0.061565485783,256,256,586.580496019,76807.880239357,77394.460735377,586.580496019,240.490178840
logits-bias,STONE,p10_crud_python_errors,20260940,3,0.119708795100,18.884663951583,19.004372746684,0.119708795100,0.060389906168,256,256,467.612480861,73768.218560872,74235.831041733,467.612480861,235.898070969
logits-bias,STONE,p07_calculator_cpp_tokens,20260941,4,0.045187862590,19.165102311410,19.210290174000,0.045187862590,0.062177144922,256,256,176.515088242,74863.680903945,75040.195992187,176.515088242,242.879472353
logits-bias,STONE,p07_calculator_java_token_type,20260942,4,0.112878869288,19.198404725641,19.311283594929,0.112878869288,0.061035051011,256,256,440.933083155,74993.768459535,75434.701542690,440.933083155,238.418168010
logits-bias,STONE,p07_calculator_python_errors,20260943,4,0.108170807362,19.527125197463,19.635296004824,0.108170807362,0.060832236893,256,256,422.542216256,76277.832802589,76700.375018845,422.542216256,237.625925365
logits-bias,STONE,p10_crud_cpp_record,20260944,4,0.062900900841,19.638671340421,19.701572241262,0.062900900841,0.061356995255,256,256,245.706643909,76713.559923519,76959.266567428,245.706643909,239.675762714
logits-bias,STONE,p10_crud_java_user,20260945,4,0.098111115396,19.779186482541,19.877297597937,0.098111115396,0.061064725742,256,256,383.246544516,77262.447197427,77645.693741943,383.246544516,238.534084929
logits-bias,STONE,p10_crud_python_errors,20260946,4,0.137225845829,19.400731177069,19.537957022898,0.137225845829,0.062628448941,256,256,536.038460268,75784.106160427,76320.144620695,536.038460268,244.642378675
logits-bias,CodeIP,p07_calculator_cpp_tokens,20260917,0,-0.202491228469,20.160406480543,19.957915252075,-0.202491228469,0.654371969402,256,256,-790.981361206,78751.587814622,77960.606453416,-790.981361206,2556.140505476
logits-bias,CodeIP,p07_calculator_java_token_type,20260918,0,0.033291462809,19.746469195932,19.779760658741,0.033291462809,0.638908647001,256,256,130.044776597,77134.645296610,77264.690073207,130.044776597,2495.736902347
logits-bias,CodeIP,p07_calculator_python_errors,20260919,0,0.156483358704,19.545779894106,19.702263252810,0.156483358704,0.670384179801,256,256,611.263119936,76350.702711352,76961.965831288,611.263119936,2618.688202347
logits-bias,CodeIP,p10_crud_cpp_record,20260920,0,0.169218912721,19.296503285877,19.465722198598,0.169218912721,0.635878202505,256,256,661.011377815,75376.965960459,76037.977338274,661.011377815,2483.899228537
logits-bias,CodeIP,p10_crud_java_user,20260921,0,0.221420360729,19.866826364771,20.088246725500,0.221420360729,0.663996135816,256,256,864.923284098,77604.790487385,78469.713771483,864.923284098,2593.734905531
logits-bias,CodeIP,p10_crud_python_errors,20260922,0,-0.126666299999,19.990485550836,19.863819250837,-0.126666299999,0.633623926900,256,256,-494.790234370,78087.834182952,77593.043948582,-494.790234370,2475.093464454
logits-bias,CodeIP,p07_calculator_cpp_tokens,20260923,1,0.423925276846,19.795569573529,20.219494850375,0.423925276846,0.684846957214,256,256,1655.958112678,77326.443646598,78982.401759276,1655.958112678,2675.183426618
logits-bias,CodeIP,p07_calculator_java_token_type,20260924,1,0.354127784260,19.286088866182,19.640216650441,0.354127784260,0.651070564985,256,256,1383.311657264,75336.284633522,76719.596290786,1383.311657264,2543.244394474
logits-bias,CodeIP,p07_calculator_python_errors,20260925,1,-0.124665272422,19.949377100915,19.824711828493,-0.124665272422,0.639044386335,256,256,-486.973720399,77927.254300448,77440.280580049,-486.973720399,2496.267134120
logits-bias,CodeIP,p10_crud_cpp_record,20260926,1,0.212542105466,19.777595927939,19.990138033405,0.212542105466,0.675839928910,256,256,830.242599477,77256.234093511,78086.476692988,830.242599477,2639.999722305
logits-bias,CodeIP,p10_crud_java_user,20260927,1,0.466660302132,19.761780175380,20.228440477513,0.466660302132,0.651546930894,256,256,1822.891805205,77194.453810080,79017.345615284,1822.891805205,2545.105198806
logits-bias,CodeIP,p10_crud_python_errors,20260928,1,0.563259369694,19.344420568086,19.907679937780,0.563259369694,0.654641662724,256,256,2200.231912866,75564.142844087,77764.374756953,2200.231912866,2557.193995017
logits-bias,CodeIP,p07_calculator_cpp_tokens,20260929,2,0.058906504884,18.995045000687,19.053951505572,0.058906504884,0.654442664236,256,256,230.103534705,74199.394533935,74429.498068639,230.103534705,2556.416657171
logits-bias,CodeIP,p07_calculator_java_token_type,20260930,2,0.345921654254,19.303012623452,19.648934277706,0.345921654254,0.660043026321,256,256,1351.256461930,75402.393060358,76753.649522288,1351.256461930,2578.293071565
logits-bias,CodeIP,p07_calculator_python_errors,20260931,2,0.197611873038,19.183631305583,19.381243178621,0.197611873038,0.654926942661,256,256,771.921379055,74936.059787433,75707.981166488,771.921379055,2558.308369771
