watermark_method,project,language,seed_group,method_config,strength,log_category,category,classification_source,embedded,evaluation_log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,0.3,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_0.3/DTResults/out_20260622_232658/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,0.4,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_0.4/DTResults/out_20260622_233234/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,0.5,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_0.5/DTResults/out_20260622_233732/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,0.6,RE,BE,batch_summary_calibrated,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_0.6/DTResults/out_20260622_234222/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,0.7,Pass,Pass,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_0.7/DTResults/out_20260622_234738/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,0.8,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_0.8/DTResults/out_20260622_235243/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,0.9,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_0.9/DTResults/out_20260622_235800/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,1.0,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_1.0/DTResults/out_20260623_000336/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,1.1,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_1.1/DTResults/out_20260623_000856/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,1.2,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_1.2/DTResults/out_20260623_001347/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,1.3,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_1.3/DTResults/out_20260623_001823/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,1.4,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_1.4/DTResults/out_20260623_002412/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,1.6,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_1.6/DTResults/out_20260623_003616/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,1.7,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_1.7/DTResults/out_20260623_004055/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,1.8,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_1.8/DTResults/out_20260623_004526/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,1.9,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_1.9/DTResults/out_20260623_005102/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,2.0,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_2.0/DTResults/out_20260623_005555/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,2.1,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_2.1/DTResults/out_20260623_010136/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,2.2,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_2.2/DTResults/out_20260623_010635/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,2.3,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_2.3/DTResults/out_20260623_011154/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,2.4,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_2.4/DTResults/out_20260623_011732/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,2.5,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_2.5/DTResults/out_20260623_012227/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,2.6,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_2.6/DTResults/out_20260623_012827/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,2.7,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_2.7/DTResults/out_20260623_013324/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,2.8,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_2.8/DTResults/out_20260623_013820/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,2.9,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_2.9/DTResults/out_20260623_014312/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,3.1,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_3.1/DTResults/out_20260623_015420/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,3.2,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_3.2/DTResults/out_20260623_020027/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,3.3,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_3.3/DTResults/out_20260623_020615/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,3.4,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_3.4/DTResults/out_20260623_021144/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,3.6,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_3.6/DTResults/out_20260623_022305/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,3.7,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_3.7/DTResults/out_20260623_022917/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,3.9,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_3.9/DTResults/out_20260623_024044/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,4.0,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_4.0/DTResults/out_20260623_024543/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,4.1,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_4.1/DTResults/out_20260623_025100/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,4.2,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_4.2/DTResults/out_20260623_025559/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,4.4,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_4.4/DTResults/out_20260623_030626/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python,4.6,TE,BE,batch_summary_calibrated,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485863_prefixLen=1_lang=python/python_snake_game_4.6/DTResults/out_20260623_031656/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,0.1,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_0.1/DTResults/out_20260623_043905/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,0.2,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_0.2/DTResults/out_20260623_044438/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,0.3,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_0.3/DTResults/out_20260623_044938/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,0.4,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_0.4/DTResults/out_20260623_045455/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,0.5,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_0.5/DTResults/out_20260623_050008/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,0.6,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_0.6/DTResults/out_20260623_050555/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,0.7,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_0.7/DTResults/out_20260623_051145/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,0.8,Pass,Pass,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_0.8/DTResults/out_20260623_051655/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,0.9,Pass,Pass,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_0.9/DTResults/out_20260623_052152/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,1.0,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_1.0/DTResults/out_20260623_052736/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,1.1,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_1.1/DTResults/out_20260623_053313/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,1.2,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_1.2/DTResults/out_20260623_053900/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,1.3,Pass,Pass,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_1.3/DTResults/out_20260623_054341/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,1.4,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_1.4/DTResults/out_20260623_054915/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,1.5,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_1.5/DTResults/out_20260623_055424/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,1.6,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_1.6/DTResults/out_20260623_055941/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,1.8,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_1.8/DTResults/out_20260623_061017/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,1.9,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_1.9/DTResults/out_20260623_061533/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,2.0,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_2.0/DTResults/out_20260623_062038/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,2.3,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_2.3/DTResults/out_20260623_063609/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,2.4,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_2.4/DTResults/out_20260623_064044/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,2.6,Pass,Pass,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_2.6/DTResults/out_20260623_064934/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,2.7,Pass,Pass,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_2.7/DTResults/out_20260623_065342/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,2.8,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_2.8/DTResults/out_20260623_065944/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,2.9,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_2.9/DTResults/out_20260623_070500/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,3.0,Pass,Pass,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_3.0/DTResults/out_20260623_070932/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,3.1,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_3.1/DTResults/out_20260623_071534/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,3.3,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_3.3/DTResults/out_20260623_072737/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,3.4,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_3.4/DTResults/out_20260623_073323/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,3.5,Pass,Pass,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_3.5/DTResults/out_20260623_073811/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,3.6,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_3.6/DTResults/out_20260623_074259/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,4.0,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_4.0/DTResults/out_20260623_080223/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,4.3,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_4.3/DTResults/out_20260623_081708/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,4.7,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_4.7/DTResults/out_20260623_083656/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,5.2,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_5.2/DTResults/out_20260623_090341/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python,5.5,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=15485917_prefixLen=1_lang=python/python_snake_game_5.5/DTResults/out_20260623_092028/evaluation.log
stone,snake,python,,python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=23873851_prefixLen=1_lang=python,0.1,TE,TE,log_and_batch_summary,yes,snake/snake_python/results/python_snake_game_stone_T=0.7_rngS=2012703279_gamma=0.5_hashKey=23873851_prefixLen=1_lang=python/python_snake_game_0.1/DTResults/out_20260623_095905/evaluation.log
