watermark_method,project,language,seed_group,method_config,strength,log_category,category,classification_source,embedded,evaluation_log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,0.1,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_0.1/DTResults/out_20260516_215634/evaluation.log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,0.5,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_0.5/DTResults/out_20260516_222925/evaluation.log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,0.6,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_0.6/DTResults/out_20260516_223614/evaluation.log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,0.7,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_0.7/DTResults/out_20260516_224017/evaluation.log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,0.8,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_0.8/DTResults/out_20260516_224428/evaluation.log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,0.9,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_0.9/DTResults/out_20260516_224959/evaluation.log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,1.1,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_1.1/DTResults/out_20260516_225940/evaluation.log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,1.2,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_1.2/DTResults/out_20260516_230536/evaluation.log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,1.3,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_1.3/DTResults/out_20260516_231001/evaluation.log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,1.4,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_1.4/DTResults/out_20260516_231415/evaluation.log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,1.5,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_1.5/DTResults/out_20260516_231833/evaluation.log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,1.6,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_1.6/DTResults/out_20260516_232446/evaluation.log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,1.7,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_1.7/DTResults/out_20260516_232913/evaluation.log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,1.8,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_1.8/DTResults/out_20260516_233329/evaluation.log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,1.9,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_1.9/DTResults/out_20260516_233734/evaluation.log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,2.0,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_2.0/DTResults/out_20260516_234149/evaluation.log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,2.1,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_2.1/DTResults/out_20260516_234556/evaluation.log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,2.2,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_2.2/DTResults/out_20260516_235147/evaluation.log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,2.4,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_2.4/DTResults/out_20260517_000132/evaluation.log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,3.0,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_3.0/DTResults/out_20260517_002714/evaluation.log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,3.2,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_3.2/DTResults/out_20260517_004003/evaluation.log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,3.3,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_3.3/DTResults/out_20260517_004633/evaluation.log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,3.7,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_3.7/DTResults/out_20260517_011036/evaluation.log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,3.8,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_3.8/DTResults/out_20260517_011450/evaluation.log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,4.0,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_4.0/DTResults/out_20260517_012510/evaluation.log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,4.3,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_4.3/DTResults/out_20260517_014314/evaluation.log
codeip,brick_breaker,cpp,,brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,4.6,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_cpp/results/brick_breaker_game_codeip_T=0.7_rngS=3047071552_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_4.6/DTResults/out_20260517_015925/evaluation.log
codeip,brick_breaker,java,,brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,0.1,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_java/results/brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_0.1/DTResults/out_20260503_030815/evaluation.log
codeip,brick_breaker,java,,brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,0.2,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_java/results/brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_0.2/DTResults/out_20260503_031223/evaluation.log
codeip,brick_breaker,java,,brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,0.4,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_java/results/brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_0.4/DTResults/out_20260503_032013/evaluation.log
codeip,brick_breaker,java,,brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,0.6,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_java/results/brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_0.6/DTResults/out_20260503_032744/evaluation.log
codeip,brick_breaker,java,,brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,0.7,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_java/results/brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_0.7/DTResults/out_20260503_033159/evaluation.log
codeip,brick_breaker,java,,brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,0.8,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_java/results/brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_0.8/DTResults/out_20260503_033616/evaluation.log
codeip,brick_breaker,java,,brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,1.0,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_java/results/brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_1.0/DTResults/out_20260503_034446/evaluation.log
codeip,brick_breaker,java,,brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,1.1,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_java/results/brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_1.1/DTResults/out_20260503_034931/evaluation.log
codeip,brick_breaker,java,,brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,1.2,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_java/results/brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_1.2/DTResults/out_20260503_035336/evaluation.log
codeip,brick_breaker,java,,brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,1.5,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_java/results/brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_1.5/DTResults/out_20260503_040515/evaluation.log
codeip,brick_breaker,java,,brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,1.6,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_java/results/brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_1.6/DTResults/out_20260503_040851/evaluation.log
codeip,brick_breaker,java,,brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,1.8,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_java/results/brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_1.8/DTResults/out_20260503_041704/evaluation.log
codeip,brick_breaker,java,,brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,1.9,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_java/results/brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_1.9/DTResults/out_20260503_042053/evaluation.log
codeip,brick_breaker,java,,brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,2.1,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_java/results/brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_2.1/DTResults/out_20260503_042832/evaluation.log
codeip,brick_breaker,java,,brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,2.3,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_java/results/brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_2.3/DTResults/out_20260503_043558/evaluation.log
codeip,brick_breaker,java,,brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,2.4,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_java/results/brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_2.4/DTResults/out_20260503_043942/evaluation.log
codeip,brick_breaker,java,,brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,2.6,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_java/results/brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_2.6/DTResults/out_20260503_044658/evaluation.log
codeip,brick_breaker,java,,brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,2.7,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_java/results/brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_2.7/DTResults/out_20260503_045054/evaluation.log
codeip,brick_breaker,java,,brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,2.9,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_java/results/brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_2.9/DTResults/out_20260503_045739/evaluation.log
codeip,brick_breaker,java,,brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,3.3,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_java/results/brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_3.3/DTResults/out_20260503_050852/evaluation.log
codeip,brick_breaker,java,,brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,3.4,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_java/results/brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_3.4/DTResults/out_20260503_051131/evaluation.log
codeip,brick_breaker,java,,brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,3.5,BE,BE,log_and_batch_summary,yes,brick_breaker/brick_breaker_java/results/brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_3.5/DTResults/out_20260503_051416/evaluation.log
codeip,brick_breaker,java,,brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,4.2,Pass,Pass,log_and_batch_summary,yes,brick_breaker/brick_breaker_java/results/brick_breaker_game_codeip_T=0.7_rngS=3224345906_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_4.2/DTResults/out_20260503_053257/evaluation.log
codeip,brick_breaker,python,1082524405,brick_breaker_game_codeip_T=0.7_rngS=1082524405_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,0.1,Pass,Pass,log_and_batch_summary,yes,brick_breaker/brick_breaker_python/results/1082524405/brick_breaker_game_codeip_T=0.7_rngS=1082524405_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_0.1/DTResults/out_20260518_150555/evaluation.log
codeip,brick_breaker,python,1082524405,brick_breaker_game_codeip_T=0.7_rngS=1082524405_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,0.5,Pass,Pass,log_and_batch_summary,yes,brick_breaker/brick_breaker_python/results/1082524405/brick_breaker_game_codeip_T=0.7_rngS=1082524405_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_0.5/DTResults/out_20260518_152628/evaluation.log
codeip,brick_breaker,python,1082524405,brick_breaker_game_codeip_T=0.7_rngS=1082524405_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,0.7,TE,TE,log_and_batch_summary,yes,brick_breaker/brick_breaker_python/results/1082524405/brick_breaker_game_codeip_T=0.7_rngS=1082524405_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_0.7/DTResults/out_20260518_153747/evaluation.log
codeip,brick_breaker,python,1082524405,brick_breaker_game_codeip_T=0.7_rngS=1082524405_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,0.8,TE,TE,log_and_batch_summary,yes,brick_breaker/brick_breaker_python/results/1082524405/brick_breaker_game_codeip_T=0.7_rngS=1082524405_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_0.8/DTResults/out_20260518_154335/evaluation.log
codeip,brick_breaker,python,1082524405,brick_breaker_game_codeip_T=0.7_rngS=1082524405_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,0.9,Pass,Pass,log_and_batch_summary,yes,brick_breaker/brick_breaker_python/results/1082524405/brick_breaker_game_codeip_T=0.7_rngS=1082524405_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_0.9/DTResults/out_20260518_154920/evaluation.log
codeip,brick_breaker,python,1082524405,brick_breaker_game_codeip_T=0.7_rngS=1082524405_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,1.0,TE,TE,log_and_batch_summary,yes,brick_breaker/brick_breaker_python/results/1082524405/brick_breaker_game_codeip_T=0.7_rngS=1082524405_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_1.0/DTResults/out_20260518_155507/evaluation.log
codeip,brick_breaker,python,1082524405,brick_breaker_game_codeip_T=0.7_rngS=1082524405_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,1.2,TE,TE,log_and_batch_summary,yes,brick_breaker/brick_breaker_python/results/1082524405/brick_breaker_game_codeip_T=0.7_rngS=1082524405_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_1.2/DTResults/out_20260518_160608/evaluation.log
codeip,brick_breaker,python,1082524405,brick_breaker_game_codeip_T=0.7_rngS=1082524405_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,1.6,Pass,Pass,log_and_batch_summary,yes,brick_breaker/brick_breaker_python/results/1082524405/brick_breaker_game_codeip_T=0.7_rngS=1082524405_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_1.6/DTResults/out_20260518_162548/evaluation.log
codeip,brick_breaker,python,1082524405,brick_breaker_game_codeip_T=0.7_rngS=1082524405_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,1.8,Pass,Pass,log_and_batch_summary,yes,brick_breaker/brick_breaker_python/results/1082524405/brick_breaker_game_codeip_T=0.7_rngS=1082524405_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_1.8/DTResults/out_20260518_163651/evaluation.log
codeip,brick_breaker,python,1082524405,brick_breaker_game_codeip_T=0.7_rngS=1082524405_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,1.9,TE,TE,log_and_batch_summary,yes,brick_breaker/brick_breaker_python/results/1082524405/brick_breaker_game_codeip_T=0.7_rngS=1082524405_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_1.9/DTResults/out_20260518_164248/evaluation.log
codeip,brick_breaker,python,1082524405,brick_breaker_game_codeip_T=0.7_rngS=1082524405_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,2.0,TE,TE,log_and_batch_summary,yes,brick_breaker/brick_breaker_python/results/1082524405/brick_breaker_game_codeip_T=0.7_rngS=1082524405_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_2.0/DTResults/out_20260518_164913/evaluation.log
codeip,brick_breaker,python,1082524405,brick_breaker_game_codeip_T=0.7_rngS=1082524405_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,2.1,TE,TE,log_and_batch_summary,yes,brick_breaker/brick_breaker_python/results/1082524405/brick_breaker_game_codeip_T=0.7_rngS=1082524405_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_2.1/DTResults/out_20260518_165410/evaluation.log
codeip,brick_breaker,python,1082524405,brick_breaker_game_codeip_T=0.7_rngS=1082524405_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000,2.6,Pass,TE,batch_summary_calibrated,yes,brick_breaker/brick_breaker_python/results/1082524405/brick_breaker_game_codeip_T=0.7_rngS=1082524405_gamma=3_mode=random_messageLen=20_encodeRatio=10.0_topK=1000/brick_breaker_game_2.6/DTResults/out_20260518_171721/evaluation.log
