unit_id,project,language,replay,rng_seed,generation_complete,evaluator_return_code,passed,content_identical_to_accepted,accepted_repository_tree_sha256,replay_repository_tree_sha256,evidence_path,generation_report_path,evaluator_log_path,repository_path
p07_calculator_python,p07_calculator,python,1,2109135578,True,0,True,True,02838137aa05d4b3bbcd454884191d84a8bc723c92f36bcd3cebaf6c598e036b,02838137aa05d4b3bbcd454884191d84a8bc723c92f36bcd3cebaf6c598e036b,units/p07_calculator/python/replays/0001_seed_2109135578/evidence.json,units/p07_calculator/python/replays/0001_seed_2109135578/generation_report.json,units/p07_calculator/python/replays/0001_seed_2109135578/evaluator.log,units/p07_calculator/python/replays/0001_seed_2109135578/repository
p08_excel_data_processing_cpp,p08_excel_data_processing,cpp,1,3698866069,True,0,True,True,f549c2fa932677668de0d3955a41eea0911691b643ff69e6552c3697af367ea4,f549c2fa932677668de0d3955a41eea0911691b643ff69e6552c3697af367ea4,units/p08_excel_data_processing/cpp/replays/0001_seed_3698866069/evidence.json,units/p08_excel_data_processing/cpp/replays/0001_seed_3698866069/generation_report.json,units/p08_excel_data_processing/cpp/replays/0001_seed_3698866069/evaluator.log,units/p08_excel_data_processing/cpp/replays/0001_seed_3698866069/repository
p08_excel_data_processing_java,p08_excel_data_processing,java,1,290543147,True,0,True,True,ec7f11f93655c9c2db53994566010208678669ba91dd501edacc818d4de171ab,ec7f11f93655c9c2db53994566010208678669ba91dd501edacc818d4de171ab,units/p08_excel_data_processing/java/replays/0001_seed_290543147/evidence.json,units/p08_excel_data_processing/java/replays/0001_seed_290543147/generation_report.json,units/p08_excel_data_processing/java/replays/0001_seed_290543147/evaluator.log,units/p08_excel_data_processing/java/replays/0001_seed_290543147/repository
p08_excel_data_processing_python,p08_excel_data_processing,python,1,306770503,True,0,True,True,02190e73e5d915b5ff92d3a6d972128a2ed0b2a3271928bb18ef6a3c284c7526,02190e73e5d915b5ff92d3a6d972128a2ed0b2a3271928bb18ef6a3c284c7526,units/p08_excel_data_processing/python/replays/0001_seed_306770503/evidence.json,units/p08_excel_data_processing/python/replays/0001_seed_306770503/generation_report.json,units/p08_excel_data_processing/python/replays/0001_seed_306770503/evaluator.log,units/p08_excel_data_processing/python/replays/0001_seed_306770503/repository
p09_qr_code_gen_det_cpp,p09_qr_code_gen_det,cpp,1,779839335,True,0,True,True,26177037d368df03c1dc9921aeb222caf09512b245b92cffe0279f84f031c47f,26177037d368df03c1dc9921aeb222caf09512b245b92cffe0279f84f031c47f,units/p09_qr_code_gen_det/cpp/replays/0001_seed_779839335/evidence.json,units/p09_qr_code_gen_det/cpp/replays/0001_seed_779839335/generation_report.json,units/p09_qr_code_gen_det/cpp/replays/0001_seed_779839335/evaluator.log,units/p09_qr_code_gen_det/cpp/replays/0001_seed_779839335/repository
p09_qr_code_gen_det_java,p09_qr_code_gen_det,java,1,3719859282,True,0,True,True,a17171e33bd4f92107f8f954d2d6f3a7221c1bd86efe0331c1ffa6dc9c33144e,a17171e33bd4f92107f8f954d2d6f3a7221c1bd86efe0331c1ffa6dc9c33144e,units/p09_qr_code_gen_det/java/replays/0001_seed_3719859282/evidence.json,units/p09_qr_code_gen_det/java/replays/0001_seed_3719859282/generation_report.json,units/p09_qr_code_gen_det/java/replays/0001_seed_3719859282/evaluator.log,units/p09_qr_code_gen_det/java/replays/0001_seed_3719859282/repository
p09_qr_code_gen_det_python,p09_qr_code_gen_det,python,1,3206008263,True,0,True,True,f44bcad99d14a21d5e59fa5d654a08339a7fc64c316d23ab70738714fd183df7,f44bcad99d14a21d5e59fa5d654a08339a7fc64c316d23ab70738714fd183df7,units/p09_qr_code_gen_det/python/replays/0001_seed_3206008263/evidence.json,units/p09_qr_code_gen_det/python/replays/0001_seed_3206008263/generation_report.json,units/p09_qr_code_gen_det/python/replays/0001_seed_3206008263/evaluator.log,units/p09_qr_code_gen_det/python/replays/0001_seed_3206008263/repository
p10_crud_system_cpp,p10_crud_system,cpp,1,252729447,True,0,True,True,2e9694bad4af240c080784aed00251accd79fad5c8adf48058dc44527f8d2fdc,2e9694bad4af240c080784aed00251accd79fad5c8adf48058dc44527f8d2fdc,units/p10_crud_system/cpp/replays/0001_seed_252729447/evidence.json,units/p10_crud_system/cpp/replays/0001_seed_252729447/generation_report.json,units/p10_crud_system/cpp/replays/0001_seed_252729447/evaluator.log,units/p10_crud_system/cpp/replays/0001_seed_252729447/repository
p10_crud_system_java,p10_crud_system,java,1,3479630733,True,0,True,True,dd307d38189762dc5148323620a7ff357bf0eacdaaf387282f4a76755fc83499,dd307d38189762dc5148323620a7ff357bf0eacdaaf387282f4a76755fc83499,units/p10_crud_system/java/replays/0001_seed_3479630733/evidence.json,units/p10_crud_system/java/replays/0001_seed_3479630733/generation_report.json,units/p10_crud_system/java/replays/0001_seed_3479630733/evaluator.log,units/p10_crud_system/java/replays/0001_seed_3479630733/repository
p10_crud_system_python,p10_crud_system,python,1,1014069831,True,0,True,True,2720cec94671a817b5e818ed83ac9d9df0dee663dc0c6b2d5ff1973633648ec1,2720cec94671a817b5e818ed83ac9d9df0dee663dc0c6b2d5ff1973633648ec1,units/p10_crud_system/python/replays/0001_seed_1014069831/evidence.json,units/p10_crud_system/python/replays/0001_seed_1014069831/generation_report.json,units/p10_crud_system/python/replays/0001_seed_1014069831/evaluator.log,units/p10_crud_system/python/replays/0001_seed_1014069831/repository
p11_custom_press_releases_cpp,p11_custom_press_releases,cpp,1,1221104095,True,0,True,True,519442f780ff3742e3fa37d686b4536501a4894fcfb4543036e4c6512b2f1c0a,519442f780ff3742e3fa37d686b4536501a4894fcfb4543036e4c6512b2f1c0a,units/p11_custom_press_releases/cpp/replays/0001_seed_1221104095/evidence.json,units/p11_custom_press_releases/cpp/replays/0001_seed_1221104095/generation_report.json,units/p11_custom_press_releases/cpp/replays/0001_seed_1221104095/evaluator.log,units/p11_custom_press_releases/cpp/replays/0001_seed_1221104095/repository
p11_custom_press_releases_java,p11_custom_press_releases,java,1,2810241787,True,0,True,True,d5ba102fb88913da474632c4532b08424495759545bfccd4409839e74c927fac,d5ba102fb88913da474632c4532b08424495759545bfccd4409839e74c927fac,units/p11_custom_press_releases/java/replays/0001_seed_2810241787/evidence.json,units/p11_custom_press_releases/java/replays/0001_seed_2810241787/generation_report.json,units/p11_custom_press_releases/java/replays/0001_seed_2810241787/evaluator.log,units/p11_custom_press_releases/java/replays/0001_seed_2810241787/repository
p11_custom_press_releases_python,p11_custom_press_releases,python,1,2037595148,True,0,True,True,b7c58d8acb206fed75e01f3020e0d1d2f5062087b2692cf57f40560977abc89f,b7c58d8acb206fed75e01f3020e0d1d2f5062087b2692cf57f40560977abc89f,units/p11_custom_press_releases/python/replays/0001_seed_2037595148/evidence.json,units/p11_custom_press_releases/python/replays/0001_seed_2037595148/generation_report.json,units/p11_custom_press_releases/python/replays/0001_seed_2037595148/evaluator.log,units/p11_custom_press_releases/python/replays/0001_seed_2037595148/repository
p12_video_player_cpp,p12_video_player,cpp,1,1700920662,True,0,True,True,f7d4b6a1296dc89f3c2091ecede451ce2bfc6521aaba269884ebdd3f9dfd993b,f7d4b6a1296dc89f3c2091ecede451ce2bfc6521aaba269884ebdd3f9dfd993b,units/p12_video_player/cpp/replays/0001_seed_1700920662/evidence.json,units/p12_video_player/cpp/replays/0001_seed_1700920662/generation_report.json,units/p12_video_player/cpp/replays/0001_seed_1700920662/evaluator.log,units/p12_video_player/cpp/replays/0001_seed_1700920662/repository
p12_video_player_java,p12_video_player,java,1,400582985,True,0,True,True,d24796e73716d68d6dc16745b246a6e87c5cdd8db149d84bf8352c23ca6f6a7c,d24796e73716d68d6dc16745b246a6e87c5cdd8db149d84bf8352c23ca6f6a7c,units/p12_video_player/java/replays/0001_seed_400582985/evidence.json,units/p12_video_player/java/replays/0001_seed_400582985/generation_report.json,units/p12_video_player/java/replays/0001_seed_400582985/evaluator.log,units/p12_video_player/java/replays/0001_seed_400582985/repository
p12_video_player_python,p12_video_player,python,1,769100576,True,0,True,True,7fd3f2fc46a139c2ad8e52ab13797a1e99518758bb5925f1202224bca1aba0a4,7fd3f2fc46a139c2ad8e52ab13797a1e99518758bb5925f1202224bca1aba0a4,units/p12_video_player/python/replays/0001_seed_769100576/evidence.json,units/p12_video_player/python/replays/0001_seed_769100576/generation_report.json,units/p12_video_player/python/replays/0001_seed_769100576/evaluator.log,units/p12_video_player/python/replays/0001_seed_769100576/repository
p13_video_downloader_cpp,p13_video_downloader,cpp,1,2929423155,True,0,True,True,68d4a5e9d3694f237851bad0798e85272e101f9fe23959d07788137628d7d6dc,68d4a5e9d3694f237851bad0798e85272e101f9fe23959d07788137628d7d6dc,units/p13_video_downloader/cpp/replays/0001_seed_2929423155/evidence.json,units/p13_video_downloader/cpp/replays/0001_seed_2929423155/generation_report.json,units/p13_video_downloader/cpp/replays/0001_seed_2929423155/evaluator.log,units/p13_video_downloader/cpp/replays/0001_seed_2929423155/repository
p13_video_downloader_java,p13_video_downloader,java,1,2020452492,True,0,True,True,481cb409e06f670bd969de1383ac37276501959e90d730e6b7a4dbfe66d47c34,481cb409e06f670bd969de1383ac37276501959e90d730e6b7a4dbfe66d47c34,units/p13_video_downloader/java/replays/0001_seed_2020452492/evidence.json,units/p13_video_downloader/java/replays/0001_seed_2020452492/generation_report.json,units/p13_video_downloader/java/replays/0001_seed_2020452492/evaluator.log,units/p13_video_downloader/java/replays/0001_seed_2020452492/repository
p13_video_downloader_python,p13_video_downloader,python,1,872520481,True,0,True,True,baab6e989ba0f5748153e0dde0ff8af3bcd0cbeb0b9137e454653c5b91bc23d5,baab6e989ba0f5748153e0dde0ff8af3bcd0cbeb0b9137e454653c5b91bc23d5,units/p13_video_downloader/python/replays/0001_seed_872520481/evidence.json,units/p13_video_downloader/python/replays/0001_seed_872520481/generation_report.json,units/p13_video_downloader/python/replays/0001_seed_872520481/evaluator.log,units/p13_video_downloader/python/replays/0001_seed_872520481/repository
p14_todo_list_app_cpp,p14_todo_list_app,cpp,1,3861770267,True,0,True,True,7cba979fa7272c42bb024d2fd85b3b84d0191ca6eb21d0210ded8c54bfba04ee,7cba979fa7272c42bb024d2fd85b3b84d0191ca6eb21d0210ded8c54bfba04ee,units/p14_todo_list_app/cpp/replays/0001_seed_3861770267/evidence.json,units/p14_todo_list_app/cpp/replays/0001_seed_3861770267/generation_report.json,units/p14_todo_list_app/cpp/replays/0001_seed_3861770267/evaluator.log,units/p14_todo_list_app/cpp/replays/0001_seed_3861770267/repository
p14_todo_list_app_java,p14_todo_list_app,java,1,461912478,True,0,True,True,296a4303040ca2979912bcf51eb5131f6ab23484b8fb18f156461fbe9897dad2,296a4303040ca2979912bcf51eb5131f6ab23484b8fb18f156461fbe9897dad2,units/p14_todo_list_app/java/replays/0001_seed_461912478/evidence.json,units/p14_todo_list_app/java/replays/0001_seed_461912478/generation_report.json,units/p14_todo_list_app/java/replays/0001_seed_461912478/evaluator.log,units/p14_todo_list_app/java/replays/0001_seed_461912478/repository
p14_todo_list_app_python,p14_todo_list_app,python,1,4207199519,True,0,True,True,9dc60b01b214681d8c85635cf28e5b54f130b8b693427245213ba32d1f012755,9dc60b01b214681d8c85635cf28e5b54f130b8b693427245213ba32d1f012755,units/p14_todo_list_app/python/replays/0001_seed_4207199519/evidence.json,units/p14_todo_list_app/python/replays/0001_seed_4207199519/generation_report.json,units/p14_todo_list_app/python/replays/0001_seed_4207199519/evaluator.log,units/p14_todo_list_app/python/replays/0001_seed_4207199519/repository
